dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
groups counts:,10,0.5,0.03,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,16,20,25,33,43,57,73,96,125,162,212,280,375,503,669,906,1222,1661,2260,3089,4236,5827,8023,11082,15313,21196,29389,40765,56683
standard deviations in prosocial proportions,10,0.5,0.03,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.17349351572897473,0.25516249166629429,0.27011473591392832,0.27519940178678015,0.27906128515499951,0.28334547087010814,0.24655997975441785,0.27289014153551994,0.2670910007246502,0.25649219220579489,0.26690969896751432,0.2574751679645591,0.26089679798415571,0.25122623875562516,0.23260906991108307,0.23542917828031909,0.2296108557819061,0.22379738008334321,0.21737277945982816,0.21609566241267619,0.20926063209606791,0.20621914066248831,0.20237715779203308,0.19808777155550822,0.19455247481310861,0.18938464224118418,0.18712602317564869,0.18437372133913835,0.18120219552548775,0.17845433766684826,0.17592576098098314
prosociality proportions:,10,0.0,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5252525252525253,0.5154639175257731,0.5104166666666666,0.5052631578947369,0.5,0.4946236559139785,0.47191011235955055,0.45348837209302323,0.4470588235294118,0.4268292682926829,0.4050632911392405,0.4050632911392405,0.3974358974358974,0.36486486486486486,0.3561643835616438,0.3561643835616438,0.3472222222222222,0.3472222222222222,0.3188405797101449,0.3088235294117647,0.29850746268656714,0.29850746268656714,0.27692307692307694,0.265625,0.25396825396825395,0.25396825396825395,0.24193548387096775,0.24193548387096775,0.24193548387096775,0.24193548387096775
population counts:,10,0.0,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,99,97,96,95,94,93,89,86,85,82,79,79,78,74,73,73,72,72,69,68,67,67,65,64,63,63,62,62,62,62
groups counts:,10,0.0,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6
standard deviations in prosocial proportions,10,0.0,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.11874342087037916,0.24591788695669645,0.23554966700862984,0.24803918541230538,0.28488367922085245,0.25175684068096388,0.29084767936074662,0.27007735134894612,0.24000419676082735,0.26967755079902123,0.30643915983060316,0.20869479169588448,0.24386500187699919,0.29598452257987684,0.21737186943651307,0.29236243364564274,0.23036576394897626,0.2519216270446813,0.2519216270446813,0.20847102887601535,0.22654203527278588,0.22818280189914095,0.14752749160584375,0.23475071278560944,0.25144212156253326,0.21103618601794122,0.16055602422394669,0.19373213357002531,0.13358275568755082,0.22972914942092981,0.18956356040743544
prosociality proportions:,10,0.05,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.51,0.5,0.494949494949495,0.4897959183673469,0.48,0.49019607843137253,0.46226415094339623,0.4411764705882353,0.4380952380952381,0.42990654205607476,0.41509433962264153,0.4074074074074074,0.4074074074074074,0.39622641509433965,0.3904761904761905,0.37254901960784315,0.36633663366336633,0.3592233009708738,0.35514018691588783,0.33653846153846156,0.3300970873786408,0.29,0.28846153846153844,0.29245283018867924,0.29245283018867924,0.2857142857142857,0.2830188679245283,0.2803738317757009,0.26851851851851855,0.25925925925925924
population counts:,10,0.05,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,100,98,99,98,100,102,106,102,105,107,106,108,108,106,105,102,101,103,107,104,103,100,104,106,106,105,106,107,108,108
groups counts:,10,0.05,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
standard deviations in prosocial proportions,10,0.05,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16763054614240211,0.2913760456866693,0.28680861003224067,0.31337299985764,0.24921288812873915,0.27129319932501073,0.31252768472410292,0.31979978240525164,0.26931962024932321,0.24049535656416657,0.30197148352038827,0.29483291247924093,0.28053225680380861,0.28354893757515648,0.29653090650452729,0.32229676791983236,0.25383179176847942,0.26191286166860539,0.25342121862540784,0.26361128407355611,0.22102129585888436,0.27409354740174513,0.2343074902771996,0.2017772276218921,0.22114652410555075,0.2898617510309765,0.27518438596873868,0.23167375179922148,0.24896645862577788,0.18529627827833361,0.20619336187020873
prosociality proportions:,10,0.1,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5,0.4953271028037383,0.504424778761062,0.5128205128205128,0.512396694214876,0.5,0.5081967213114754,0.5114503816793893,0.49242424242424243,0.5,0.5068493150684932,0.4868421052631579,0.5,0.4906832298136646,0.453416149068323,0.4578313253012048,0.48,0.4685714285714286,0.4581005586592179,0.45161290322580644,0.4397905759162304,0.43,0.4236453201970443,0.4142857142857143,0.411214953271028,0.416289592760181,0.42105263157894735,0.425531914893617,0.428,0.4140625
population counts:,10,0.1,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,106,107,113,117,121,120,122,131,132,136,146,152,158,161,161,166,175,175,179,186,191,200,203,210,214,221,228,235,250,256
groups counts:,10,0.1,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,12,12,12,13,13,13,14,15,15,16,16,16,17,17,17,18,19,20,20,21,21,22,22,23,25,25
standard deviations in prosocial proportions,10,0.1,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.14177446878757824,0.25783587578724421,0.24106512956919937,0.28394036415215373,0.34654019334194014,0.28929773904782219,0.30550504633038933,0.30936095600758734,0.25082394068243846,0.2763853991962833,0.32644688639310293,0.22467157117200942,0.30197318705605752,0.27249311393521036,0.29693684110144669,0.26793131597975745,0.30117709844558094,0.29192328095376346,0.24982884120272067,0.26442973663086655,0.28711443805695519,0.23568710916637189,0.26664583251946761,0.27756728020665966,0.25701078859562576,0.27548454682103329,0.31178308928049125,0.30557732497156959,0.26919957397382588,0.26546734437112296,0.26655472857210882
prosociality proportions:,10,0.15,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5238095238095238,0.5229357798165137,0.5267857142857143,0.5,0.49122807017543857,0.5040650406504065,0.5118110236220472,0.5075757575757576,0.5182481751824818,0.5071428571428571,0.4896551724137931,0.48322147651006714,0.47096774193548385,0.4817073170731707,0.48214285714285715,0.4745762711864407,0.4656084656084656,0.4479166666666667,0.4358974358974359,0.4444444444444444,0.4318181818181818,0.43037974683544306,0.43700787401574803,0.42803030303030304,0.4317343173431734,0.43462897526501765,0.4389438943894389,0.43630573248407645,0.4228395061728395,0.42042042042042044
population counts:,10,0.15,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,105,109,112,112,114,123,127,132,137,140,145,149,155,164,168,177,189,192,195,207,220,237,254,264,271,283,303,314,324,333
groups counts:,10,0.15,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,11,12,12,13,13,14,14,14,15,16,16,17,18,19,19,20,22,23,25,26,27,28,30,31,32,33
standard deviations in prosocial proportions,10,0.15,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.12688577540449519,0.25959281529361733,0.32111505108458849,0.32010960014738665,0.26178490424039785,0.28931162560910051,0.18743073406851365,0.22655442043318094,0.22099927493658822,0.28763709839381107,0.29390058016344262,0.31117449531952124,0.25066280833261667,0.25887131435493371,0.27422823240945343,0.29383680799281248,0.28764467591389831,0.31085561133894313,0.30791227382255232,0.24222477062879602,0.26506314544723142,0.28346294232125208,0.28082183730937821,0.23046962425516271,0.2719021047364753,0.27117475448373496,0.26947875918686537,0.27302492175102505,0.26313519064980723,0.26914251559043417,0.28156547962806416
prosociality proportions:,10,0.2,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5098039215686274,0.5277777777777778,0.5555555555555556,0.5573770491803278,0.5735294117647058,0.58,0.5679012345679012,0.5706214689265536,0.5939086294416244,0.5981735159817352,0.6099585062240664,0.6,0.6068965517241379,0.6085626911314985,0.6232686980609419,0.6246851385390428,0.625,0.6316916488222698,0.6400778210116731,0.6304728546409807,0.635048231511254,0.6316568047337278,0.6241519674355496,0.6188118811881188,0.623463687150838,0.6180698151950719,0.6224489795918368,0.6193712829226848,0.6179861644888547,0.6160903316866619
population counts:,10,0.2,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,102,108,117,122,136,150,162,177,197,219,241,265,290,327,361,397,432,467,514,571,622,676,737,808,895,974,1078,1177,1301,1417
groups counts:,10,0.2,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,12,13,15,16,17,19,21,24,26,29,32,36,39,43,46,51,57,62,67,73,80,89,97,107,117,130,141
standard deviations in prosocial proportions,10,0.2,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16763054614240208,0.27565099505421736,0.32623573082376445,0.29354960878716924,0.29624215146543015,0.2771996681635765,0.30085334304146849,0.34361003912517357,0.23953654172367239,0.26023973940800477,0.25072580591567778,0.22159058534034884,0.2605007741498695,0.26771424759871659,0.24883444722967754,0.2894979276211298,0.26976789835962922,0.25522995986964325,0.27567356535766024,0.23790712820950227,0.25181700760929965,0.27192310413038157,0.26415949807026867,0.2733872485964427,0.26100744008742688,0.27194774567548752,0.28071881273806515,0.26043255075534333,0.27172522469197796,0.27136255285536465,0.27035750741967907
prosociality proportions:,10,0.25,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5277777777777778,0.5169491525423728,0.5298507462686567,0.5208333333333334,0.5192307692307693,0.554945054945055,0.583732057416268,0.5682819383259912,0.5795454545454546,0.5860927152317881,0.5880597014925373,0.5766016713091922,0.5777777777777777,0.5856832971800434,0.5868725868725869,0.5989672977624785,0.6073059360730594,0.6127320954907162,0.6051401869158879,0.6102403343782654,0.6208487084870848,0.6214459788789602,0.6219336219336219,0.625,0.625,0.6279880478087649,0.62982689747004,0.6345177664974619,0.6344947735191637,0.6396562308164518
population counts:,10,0.25,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,108,118,134,144,156,182,209,227,264,302,335,359,405,461,518,581,657,754,856,957,1084,1231,1386,1568,1784,2008,2253,2561,2870,3258
groups counts:,10,0.25,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,13,14,15,18,20,22,26,30,33,35,40,46,51,58,65,75,85,95,108,123,138,156,178,200,225,256,287,325
standard deviations in prosocial proportions,10,0.25,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.21000000000000002,0.26939785932996996,0.28229838527476908,0.28030018653576105,0.30982465021512456,0.27647014230308892,0.30064040750883581,0.25686081705632524,0.3044792868003191,0.27017475956164172,0.2912133825217853,0.2538607814501308,0.28509407658363262,0.28588668795015171,0.28365274682680225,0.28456142853797012,0.26181873731309452,0.2675068547820259,0.26975416995543211,0.26856169092626375,0.26045785624420198,0.26468110695892938,0.24764415573642595,0.26411796205152305,0.26694897806720957,0.27048706359470182,0.26328251724012652,0.25939556762797394,0.25796921107439363,0.27002851793556654,0.25885269396750815
prosociality proportions:,10,0.3,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.504424778761062,0.5039370078740157,0.5070422535211268,0.5,0.5303867403314917,0.568075117370892,0.5783132530120482,0.6067796610169491,0.6091954022988506,0.6191646191646192,0.6386554621848739,0.6394927536231884,0.6498422712933754,0.6626506024096386,0.6697674418604651,0.6830708661417323,0.6831932773109244,0.6950959488272921,0.7019347037484885,0.7092307692307692,0.7112161581435325,0.7127232956616842,0.7131758856432567,0.717671846194364,0.7250221043324492,0.732985269438747,0.732519422863485,0.7377376046789844,0.7398953345952567,0.7433859960736655
population counts:,10,0.3,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,113,127,142,156,181,213,249,295,348,407,476,552,634,747,860,1016,1190,1407,1654,1950,2327,2743,3218,3797,4524,5363,6307,7523,8981,10697
groups counts:,10,0.3,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,14,15,18,21,24,29,34,40,47,55,63,74,86,101,119,140,165,195,232,274,321,379,452,536,630,752,898,1069
standard deviations in prosocial proportions,10,0.3,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16155494421403513,0.25736287994636747,0.27851085544801929,0.26353398306362885,0.28079775492701953,0.28751394566550642,0.29365325028842892,0.27363799959241158,0.26784986216000389,0.28829444394223303,0.25434854396709611,0.26852435445992245,0.2648391618604265,0.26231573201312547,0.27414455654364289,0.25475467790937956,0.24913297587718389,0.26380706291359907,0.22994657177881228,0.25410368852053644,0.23393878629254122,0.23602728148015584,0.23899310261318152,0.23584548859901971,0.23917914329107054,0.23515523657880588,0.23289505147565986,0.23614883282961771,0.22427899738953214,0.22810327806406908,0.22312753095195659
prosociality proportions:,10,0.35,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.543859649122807,0.5658914728682171,0.5771812080536913,0.5838150289017341,0.6127450980392157,0.6224899598393574,0.6195286195286195,0.6242603550295858,0.6345177664974619,0.6407563025210085,0.6573426573426573,0.6637037037037037,0.6766467065868264,0.6752730883813307,0.6817082997582594,0.6917900403768507,0.6962513781697905,0.7045248868778281,0.7076461769115442,0.7149446494464945,0.7196874212251071,0.7256894049346879,0.7299848306084612,0.7347220306249138,0.7387700235241402,0.7414330218068536,0.7453517774802916,0.7493225748178479,0.7543679342240494,0.7606766500277315
population counts:,10,0.35,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,114,129,149,173,204,249,297,338,394,476,572,675,835,1007,1241,1486,1814,2210,2668,3252,3967,4823,5933,7249,8927,10914,13446,16607,20433,25242
groups counts:,10,0.35,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,14,17,20,24,29,33,39,47,57,67,83,100,124,148,181,221,266,325,396,482,593,724,892,1091,1344,1660,2043,2524
standard deviations in prosocial proportions,10,0.35,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16763054614240211,0.30469712038330887,0.30682005236990589,0.26169153425233732,0.29042873604920794,0.27804066531758975,0.27533996850308545,0.27958202997674347,0.26234438027835927,0.28460022338364294,0.26903766780298766,0.28244812591940732,0.25543671410292912,0.24919642634743347,0.25260173468057651,0.26139965326234299,0.25097161614089691,0.254497650633842,0.2377099293643562,0.2426538585515636,0.24424328963801298,0.23351764255267077,0.23561844707722504,0.23274831174045002,0.22740763704691019,0.22583225243927735,0.22751708711136373,0.22363936541336402,0.22512964237735997,0.22222682515728592,0.22063183039244197
prosociality proportions:,10,0.4,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5371900826446281,0.539568345323741,0.5647058823529412,0.5951219512195122,0.596,0.6136363636363636,0.6263157894736842,0.6553911205073996,0.66110183639399,0.6693548387096774,0.6749192680301399,0.6798592788038699,0.6841736694677871,0.6861642294713161,0.6944692239072257,0.6975821003247925,0.7035755478662054,0.7064814814814815,0.7215095742703105,0.7264567392583873,0.7358798183300338,0.7414330218068536,0.7494368141850156,0.7543629519790122,0.7606860632183908,0.7639289990843136,0.7678867632422869,0.7734141589088547,0.7768233799237612,0.7810042828539985
population counts:,10,0.4,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,121,139,170,205,250,308,380,473,599,744,929,1137,1428,1778,2242,2771,3468,4320,5379,6796,8587,10914,13761,17534,22272,28394,36172,46190,59025,75417
groups counts:,10,0.4,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,13,17,20,25,30,38,47,59,74,92,113,142,177,224,277,346,432,537,679,858,1091,1376,1753,2227,2839,3617,4619,5902,7541
standard deviations in prosocial proportions,10,0.4,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.15524174696260024,0.27717231995546554,0.25515283850636933,0.29305846594631918,0.2990878004812203,0.26468790638591805,0.2655072937767784,0.27307624781206002,0.2496697501557906,0.25440160705311987,0.25895584942941402,0.2538779476961156,0.25163048534156168,0.24377222495065187,0.24922492292194706,0.25334301562391648,0.24212610376239851,0.24452713044394872,0.25056349389302363,0.23610312197237054,0.24266104495592594,0.23275638613963215,0.23015062923825455,0.22454343629974022,0.22553785585309971,0.21832548530846438,0.21614458203718021,0.21582483461919857,0.21357118829411603,0.21149652761384788,0.20843352954255351
prosociality proportions:,10,0.45,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5043478260869565,0.5217391304347826,0.5301204819277109,0.5454545454545454,0.5311203319502075,0.5413793103448276,0.5611111111111111,0.5840909090909091,0.5959780621572212,0.6061946902654868,0.6133960047003525,0.6274694261523989,0.6337078651685393,0.6433778857837181,0.6548463356973995,0.6702682563338301,0.6803973122991528,0.6946494464944649,0.6995669433417538,0.7092876211887031,0.7171379235916253,0.7276144336785834,0.7346715563276073,0.7418686145797345,0.7497632486079018,0.7554052877499492,0.7604544140859474,0.7647737883032001,0.7702518940620345,0.7756927411172513
population counts:,10,0.45,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,115,138,166,198,241,290,360,440,547,678,851,1063,1335,1646,2115,2684,3423,4336,5542,7117,9266,11972,15543,20261,26399,34457,44981,58905,77215,101517
groups counts:,10,0.45,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,16,19,24,29,36,44,54,67,85,106,133,164,211,268,342,433,554,711,926,1197,1554,2026,2639,3445,4498,5890,7721,10151
standard deviations in prosocial proportions,10,0.45,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.1734935157289747,0.28073778732860277,0.30610029495639263,0.3108406357387114,0.25712973861329003,0.27881978572355204,0.28441632568248298,0.29559523543162286,0.2549003208191763,0.28661605037153542,0.27040584766356712,0.26049934174239053,0.26123027524464826,0.26362624336128776,0.25800464682004964,0.26912448881500645,0.25881694009873973,0.25282477549868937,0.24683461033338258,0.24714160279627304,0.24574331971104216,0.23749073685620026,0.23493823682451406,0.23098945525415987,0.22721807140897327,0.22390612859219636,0.22319687925502535,0.21769860238959679,0.21801848210254834,0.21376448847124979,0.21099926615272205
prosociality proportions:,10,0.5,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5196850393700787,0.5548387096774193,0.5824742268041238,0.6220472440944882,0.6404833836858006,0.6566125290023201,0.6690391459074733,0.6808803301237965,0.6957894736842105,0.7062652563059398,0.7156802928615009,0.7242173112338858,0.7283176593521421,0.7410784058348528,0.7493763193245059,0.7589845978322876,0.7660941945000527,0.7719722373859471,0.7781294964028777,0.7842712842712842,0.7902989037074054,0.7940470475276045,0.8002106213329322,0.8059187971397787,0.8104284018175164,0.8152762130516609,0.8187128965980855,0.8228967051987389,0.8259911894273128,0.8295322223365594
population counts:,10,0.5,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,127,155,194,254,331,431,562,727,950,1229,1639,2172,2871,3839,5211,7012,9491,12823,17375,23562,32017,43743,59823,81672,112021,153559,211234,291186,401336,553917
groups counts:,10,0.5,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,19,25,33,43,56,72,95,122,163,217,287,383,521,701,949,1282,1737,2356,3201,4374,5982,8167,11202,15355,21123,29118,40133,55391
standard deviations in prosocial proportions,10,0.5,0.04,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.13453624047073709,0.32306498193521493,0.2887562709787177,0.31327464950071193,0.26853870064956464,0.26483718855386551,0.25768450540027088,0.27964536579790644,0.25784287496177632,0.26402953421976877,0.2355439170856013,0.23137858475556208,0.23534268205684661,0.24188958420467216,0.23420130428493302,0.22861697069432926,0.21827297260945042,0.2182989072266561,0.21730926953423541,0.21190896498435127,0.20427790051192535,0.20427395394801889,0.20257774841841908,0.19590820496941097,0.19399280729049428,0.1908306965003749,0.1876717112308679,0.18609657222723489,0.18361084979635323,0.18177764642812141,0.17868285135243281
prosociality proportions:,10,0.0,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5204081632653061,0.5104166666666666,0.4946236559139785,0.4777777777777778,0.45977011494252873,0.45348837209302323,0.43373493975903615,0.4268292682926829,0.41975308641975306,0.4050632911392405,0.3974358974358974,0.37333333333333335,0.36486486486486486,0.3561643835616438,0.3561643835616438,0.3561643835616438,0.3472222222222222,0.3188405797101449,0.3088235294117647,0.29850746268656714,0.27692307692307694,0.27692307692307694,0.265625,0.265625,0.265625,0.25396825396825395,0.24193548387096775,0.22950819672131148,0.21666666666666667,0.21666666666666667
population counts:,10,0.0,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,98,96,93,90,87,86,83,82,81,79,78,75,74,73,73,73,72,69,68,67,65,65,64,64,64,63,62,61,60,60
groups counts:,10,0.0,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
standard deviations in prosocial proportions,10,0.0,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.13453624047073709,0.26679684322636871,0.32392316261387943,0.24968414390419694,0.26104607134743868,0.22155302706497351,0.26844892322407493,0.2366148140923004,0.31418759201344443,0.26539382867263639,0.26702894724560489,0.30581693440709135,0.20437283015938368,0.29562373158907101,0.17344913548538732,0.31522163868632458,0.25876103665096939,0.2653468496464278,0.21224142817626965,0.20227256964142207,0.2509705931959309,0.16628744736604489,0.11780242131772826,0.25935216316096504,0.20608288649599157,0.23646074151393215,0.206666888829526,0.26860521277625737,0.17069511643039589,0.17716909687891083,0.15723301886761004
prosociality proportions:,10,0.05,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5247524752475248,0.5283018867924528,0.514018691588785,0.5,0.48623853211009177,0.4722222222222222,0.44339622641509435,0.4230769230769231,0.4019607843137255,0.39603960396039606,0.38,0.38613861386138615,0.37623762376237624,0.36,0.36633663366336633,0.36,0.32989690721649484,0.31958762886597936,0.3333333333333333,0.31683168316831684,0.31683168316831684,0.30303030303030304,0.3,0.30392156862745096,0.2871287128712871,0.27,0.27,0.2815533980582524,0.2761904761904762,0.2641509433962264
population counts:,10,0.05,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,101,106,107,110,109,108,106,104,102,101,100,101,101,100,101,100,97,97,99,101,101,99,100,102,101,100,100,103,105,106
groups counts:,10,0.05,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,10,10,10,10,10,10,10,10
standard deviations in prosocial proportions,10,0.05,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.15524174696260024,0.29135760878746092,0.26947147536067312,0.28817464860596875,0.26426257915906604,0.31686611089134314,0.28572077914699107,0.27266059791046554,0.29356176930365813,0.31236765792733451,0.30101893079043196,0.3059411708155671,0.29145545284268665,0.22865759886927253,0.25377155080899039,0.29077269529750988,0.23323807579381201,0.21777778930852393,0.15994962622850278,0.25200416055014352,0.20439186152548058,0.22362342904205929,0.21855913529216325,0.19493588689617927,0.24084047050154372,0.23076588257795708,0.27221315177632399,0.20518284528683189,0.19900786977254181,0.25366894544720592,0.21660223665885778
prosociality proportions:,10,0.1,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5384615384615384,0.5327102803738317,0.5094339622641509,0.5135135135135135,0.5089285714285714,0.47368421052631576,0.4915254237288136,0.48739495798319327,0.48360655737704916,0.5076923076923077,0.5147058823529411,0.5034965034965035,0.5,0.506578947368421,0.5189873417721519,0.51875,0.5212121212121212,0.5029585798816568,0.4879518072289157,0.4662576687116564,0.47337278106508873,0.47093023255813954,0.44047619047619047,0.4294117647058823,0.4186046511627907,0.43646408839779005,0.42408376963350786,0.4105263157894737,0.40932642487046633,0.39487179487179486
population counts:,10,0.1,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,104,107,106,111,112,114,118,119,122,130,136,143,150,152,158,160,165,169,166,163,169,172,168,170,172,181,191,190,193,195
groups counts:,10,0.1,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,11,11,11,11,11,12,13,13,14,15,15,15,16,16,16,16,16,16,17,16,17,17,18,19,19,19,19
standard deviations in prosocial proportions,10,0.1,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.11874342087037916,0.25065369083114003,0.26728045752581053,0.24919042471289915,0.32184043751155766,0.28079911056815648,0.25016179337583461,0.26967568863944497,0.31543183919678014,0.26727182539530375,0.34236725189462935,0.23738968756856657,0.29712741763539147,0.33677956533653852,0.28866247526259092,0.29879588266596868,0.33018697354680726,0.29322971331829123,0.29253308688332608,0.25885156408916088,0.25391498117537148,0.29630995051948478,0.24395321577631091,0.27572160677420399,0.30527336262725591,0.26772881617088673,0.25723487048613963,0.30186349436066273,0.27627001264293222,0.29081262429745092,0.25559348143540395
prosociality proportions:,10,0.15,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5327102803738317,0.5391304347826087,0.5609756097560976,0.5692307692307692,0.5481481481481482,0.5182481751824818,0.5070422535211268,0.5,0.5095541401273885,0.5125,0.5,0.5,0.4972067039106145,0.5052083333333334,0.49246231155778897,0.4927536231884058,0.5067873303167421,0.4978723404255319,0.5062761506276151,0.492,0.48872180451127817,0.49466192170818507,0.4797297297297297,0.47096774193548385,0.4658385093167702,0.456973293768546,0.4657534246575342,0.4601063829787234,0.46153846153846156,0.4475
population counts:,10,0.15,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,107,115,123,130,135,137,142,148,157,160,164,174,179,192,199,207,221,235,239,250,266,281,296,310,322,337,365,376,390,400
groups counts:,10,0.15,0.05,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,12,13,13,13,14,14,15,16,16,17,17,19,19,20,22,23,23,25,26,28,29,31,32,33,36,37,39,40
