dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
population counts:,6,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,59,60,60,59,61,60,60,61,61,63,63,65,66,68,68,70,71,72,73,73,75,77,76,74,75,72,72,71,73,74
groups counts:,6,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,9,10,10,9,10,10,10,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,11,12,12
standard deviations in prosocial proportions,6,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16329931618554519,0.29953161512039533,0.31446603773522014,0.348010216963685,0.26027206869907876,0.38333333333333336,0.28867513459481292,0.23570226039551584,0.3597444923459463,0.30087740175086886,0.28552573143353926,0.26983660126680359,0.31940278738540961,0.25162735648297913,0.28856710667830687,0.28075053281873669,0.32701494692170274,0.27484341553187058,0.32513055307554517,0.2867252286858068,0.31990009896562421,0.3144950801757867,0.33198423133695221,0.33382310013225541,0.30952380952380948,0.26035949863816404,0.23895347964007296,0.34246744460938761,0.2875166366082676,0.24807142235059973,0.29101130344919213
prosociality proportions:,6,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.532258064516129,0.5396825396825397,0.5454545454545454,0.5441176470588235,0.5342465753424658,0.5526315789473685,0.5555555555555556,0.5595238095238095,0.5647058823529412,0.5555555555555556,0.5483870967741935,0.5510204081632653,0.5576923076923077,0.5585585585585585,0.5652173913043478,0.5798319327731093,0.584,0.5846153846153846,0.5971223021582733,0.5915492957746479,0.5918367346938775,0.6089743589743589,0.621301775147929,0.6214689265536724,0.6179775280898876,0.6141304347826086,0.634020618556701,0.628140703517588,0.6292682926829268,0.625
population counts:,6,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,62,63,66,68,73,76,81,84,85,90,93,98,104,111,115,119,125,130,139,142,147,156,169,177,178,184,194,199,205,208
groups counts:,6,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,12,12,13,14,14,15,15,16,17,18,19,19,20,21,23,23,24,26,28,29,29,30,32,33,34,34
standard deviations in prosocial proportions,6,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.24494897427831783,0.29300228691266977,0.37057288492083279,0.32975116021691125,0.25483977448113621,0.27484277096702853,0.28815644983542987,0.30923750494906049,0.29951775298593158,0.2370482324357269,0.24932808034194415,0.2757410639389285,0.25266086790861697,0.28842571929335048,0.28671988916112878,0.32945803069940399,0.34705526346259513,0.2878491668515698,0.32935551716851869,0.31862324710964779,0.29959399824185029,0.35288466786374145,0.27712777334893957,0.24656198413942143,0.2509065427642464,0.26849616033765317,0.28085035363842059,0.2931169905567762,0.28429922241726846,0.26261904724558482,0.29185218609836139
prosociality proportions:,6,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5671641791044776,0.547945205479452,0.5584415584415584,0.5679012345679012,0.5581395348837209,0.5604395604395604,0.5543478260869565,0.5436893203883495,0.5495495495495496,0.5454545454545454,0.5354330708661418,0.5434782608695652,0.5524475524475524,0.5510204081632653,0.5732484076433121,0.562874251497006,0.5674157303370787,0.5794871794871795,0.5942028985507246,0.6044444444444445,0.6033755274261603,0.60546875,0.6057347670250897,0.6067796610169491,0.6012658227848101,0.6081871345029239,0.6122994652406417,0.6159600997506235,0.6292906178489702,0.6326963906581741
population counts:,6,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,67,73,77,81,86,91,92,103,111,121,127,138,143,147,157,167,178,195,207,225,237,256,279,295,316,342,374,401,437,471
groups counts:,6,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,12,13,14,15,15,17,18,20,21,23,23,24,26,27,29,32,34,37,39,42,46,49,52,57,62,66,72,78
standard deviations in prosocial proportions,6,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.26666666666666672,0.24766483093230179,0.28667716938344462,0.28000805337012896,0.2938853096156066,0.27306909648381411,0.29781334765451084,0.27935194203730679,0.32015496686155354,0.30650463018263724,0.33128623106525878,0.31257652124344382,0.28732696191585649,0.32650996800428894,0.29872644505813734,0.29985773975418456,0.29962832598600836,0.30022185481470326,0.28685520590592184,0.29776977564006307,0.28191287878387156,0.29449221451789814,0.2976622363653243,0.29129752368839029,0.30308310916849213,0.29868750167676078,0.32834555085440792,0.28601453427596668,0.28467318188911372,0.26444690441170315,0.2868118613298713
prosociality proportions:,6,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5522388059701493,0.5633802816901409,0.5733333333333334,0.575,0.5730337078651685,0.6041666666666666,0.6126126126126126,0.6311475409836066,0.6397058823529411,0.6466666666666666,0.6568047337278107,0.6573033707865169,0.6616915422885572,0.639269406392694,0.6489795918367347,0.64,0.6466666666666666,0.6413373860182371,0.6284153005464481,0.6277372262773723,0.6389496717724289,0.6408730158730159,0.6541218637992832,0.6555740432612313,0.6544117647058824,0.6717752234993615,0.663981588032221,0.670514165792235,0.6726078799249531,0.6886477462437396
population counts:,6,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,67,71,75,80,89,96,111,122,136,150,169,178,201,219,245,275,300,329,366,411,457,504,558,601,680,783,869,953,1066,1198
groups counts:,6,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,11,12,13,14,16,18,20,22,25,28,29,33,36,40,45,50,54,61,68,76,84,93,100,113,130,144,158,177,199
standard deviations in prosocial proportions,6,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.24494897427831783,0.27603649237866457,0.30262984226373218,0.32696582627165899,0.27712508352251253,0.29141244548459577,0.29973947020704494,0.30793980343333788,0.29425720311880493,0.31569840992491932,0.29343621503708178,0.28516204323496319,0.2844969206302923,0.2890699212291214,0.2837663856203157,0.23988612188687136,0.28157253176886238,0.28604583937233247,0.26805620737522606,0.29265677965451714,0.28106346649518693,0.28927883377995789,0.29490161530756381,0.29409744767450541,0.2748204938771403,0.29323175413267832,0.24938902115110856,0.29578949712894975,0.28710671222788819,0.2776788429666377,0.27482382991111226
prosociality proportions:,6,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5454545454545454,0.5263157894736842,0.5180722891566265,0.5157894736842106,0.5229357798165137,0.5041322314049587,0.47183098591549294,0.45751633986928103,0.47305389221556887,0.4835164835164835,0.5024630541871922,0.5,0.5125,0.5185185185185185,0.5278688524590164,0.5481049562682215,0.5384615384615384,0.5555555555555556,0.5548780487804879,0.5727109515260324,0.5763239875389408,0.5779036827195467,0.5929203539823009,0.6118568232662193,0.6284046692607004,0.626916524701874,0.6363636363636364,0.648005148005148,0.6606640405177265,0.6655256723716382
population counts:,6,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,66,76,83,95,109,121,142,153,167,182,203,218,240,270,305,343,390,441,492,557,642,706,791,894,1028,1174,1353,1554,1777,2045
groups counts:,6,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,13,15,18,20,23,25,27,30,33,36,40,45,50,57,65,73,82,92,107,117,131,149,171,195,225,259,296,340
standard deviations in prosocial proportions,6,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.1452966314513558,0.28961621332447562,0.23022713816444901,0.26687798694222814,0.26467306295864695,0.28664665135857736,0.26253981449489022,0.33859760583074516,0.29582628034985098,0.32246007120952752,0.3270342079077499,0.28247853844340537,0.30025216742524913,0.32784544969983781,0.26909286866162657,0.32086511460223827,0.2715023001837078,0.27686170871749,0.28470493836152128,0.3177824566192195,0.2891326539793071,0.2936721455347186,0.28536490349414873,0.30932564044417332,0.29253470423236572,0.28059485701215114,0.28696554297988558,0.29469155135022468,0.28793953658850829,0.28617307056689595,0.27710637951946365
prosociality proportions:,6,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5405405405405406,0.5,0.49514563106796117,0.5042016806722689,0.5338345864661654,0.5657894736842105,0.5911602209944752,0.6086956521739131,0.6120689655172413,0.6273062730627307,0.6144200626959248,0.6382978723404256,0.6575342465753424,0.6542239685658153,0.6661290322580645,0.6652949245541838,0.6822429906542056,0.6880466472303207,0.6907630522088354,0.7076923076923077,0.7188195991091314,0.7280334728033473,0.7335122699386503,0.7329052969502408,0.7328083989501313,0.736772193934027,0.7441563184806428,0.7498116051243406,0.7574993698008571,0.7635462896067705
population counts:,6,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,74,88,103,119,133,152,181,207,232,271,319,376,438,509,620,729,856,1029,1245,1495,1796,2151,2608,3115,3810,4517,5476,6635,7934,9689
groups counts:,6,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,14,17,19,22,25,30,34,38,45,53,62,73,84,103,121,142,171,207,249,299,358,434,519,635,752,912,1105,1322,1614
standard deviations in prosocial proportions,6,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16329931618554522,0.29216564595489469,0.30502448600605936,0.32104253714670955,0.29470946966420364,0.34857894457093891,0.293918796621289,0.29085866917129832,0.28553229223213172,0.26252534671169392,0.27469357479650325,0.3129869309459451,0.31036528043449152,0.27097179113557346,0.28835921564578881,0.2640699879632184,0.27553795100940282,0.26227553703246226,0.27783249623870432,0.26988939921794958,0.26226341320664726,0.25828469907668056,0.25926018486228308,0.25533315313690347,0.24715780223000022,0.25324543002500405,0.24867015431252409,0.2482609427645098,0.25202921917776,0.24477372043615919,0.24224912960844694
prosociality proportions:,6,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5138888888888888,0.5308641975308642,0.55,0.5575221238938053,0.5461538461538461,0.575,0.5833333333333334,0.5921052631578947,0.602996254681648,0.6214511041009464,0.6380208333333334,0.6473214285714286,0.6711026615969582,0.6856240126382307,0.6911196911196911,0.693446088794926,0.7037671232876712,0.7131944444444445,0.7298225529479107,0.7341597796143251,0.736627043090639,0.7420220697882494,0.7453416149068323,0.753379683275396,0.7638307763830776,0.7710141333994545,0.777484092021537,0.7840130759651308,0.7911423636812238,0.7966624253694823
population counts:,6,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,72,81,100,113,130,160,192,228,267,317,384,448,526,633,777,946,1168,1440,1747,2178,2692,3353,4186,5178,6453,8066,10215,12848,16212,20434
groups counts:,6,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,13,16,18,21,26,32,38,44,52,64,74,87,105,129,157,194,240,291,363,448,558,697,863,1075,1344,1702,2141,2702,3405
standard deviations in prosocial proportions,6,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16329931618554522,0.23032116599690278,0.32447604915491479,0.34804890252485043,0.27587214824420159,0.30883393816182869,0.31184108840111835,0.31180478223116181,0.29789065564538469,0.29298637655616405,0.27352722593328571,0.26278867642054354,0.31988714076954289,0.28183573309348026,0.27390253789073388,0.28486045535479881,0.26917106229540466,0.26186004290915132,0.27476754344736348,0.25868380911921884,0.25761046177052882,0.25381193055014634,0.24219352997572249,0.24672867756281275,0.23818906138913457,0.24599951614732105,0.23369768798960314,0.22996892673538069,0.2314522802330318,0.22469030556075095,0.2205451340196298
prosociality proportions:,6,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5384615384615384,0.5454545454545454,0.5473684210526316,0.5630252100840336,0.5664335664335665,0.5823529411764706,0.5879629629629629,0.6053639846743295,0.6107594936708861,0.6272493573264781,0.6434599156118144,0.6609294320137694,0.6759002770083102,0.6765676567656765,0.6806649168853893,0.6937062937062937,0.6978021978021978,0.7056521739130435,0.7096994535519126,0.7151761517615176,0.726286686516376,0.7375626043405676,0.7432696059305501,0.7506114961271912,0.7604191474160514,0.7656696040709942,0.7741156002319737,0.7814739186931502,0.7868777242486809,0.791237170290255
population counts:,6,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,65,77,95,119,143,170,216,261,316,389,474,581,722,909,1143,1430,1820,2300,2928,3690,4702,5990,7689,9812,12597,16114,20692,26935,34872,45305
groups counts:,6,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,12,15,19,23,28,36,43,52,64,79,96,120,151,190,238,303,383,488,615,783,998,1281,1635,2099,2685,3448,4489,5812,7550
standard deviations in prosocial proportions,6,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.22110831935702668,0.34242697882565326,0.31772682265940128,0.27049371854947668,0.28895380785001373,0.30921525200919669,0.3022047113094038,0.3130054211830624,0.29897649615695915,0.28870236763568929,0.27885387046098942,0.28443366928194974,0.28739796418412028,0.24246575669995887,0.25876759881021333,0.27386661139307289,0.26799859534326903,0.26682669422042515,0.26269565414657231,0.2634655903948479,0.2653056651466203,0.25624620892162614,0.25109740916058904,0.24798360405156097,0.24439650553605799,0.24260974997495813,0.23883879857326798,0.23628029749818422,0.22970938978836286,0.22610273178890106,0.22494737402825971
prosociality proportions:,6,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5507246376811594,0.5411764705882353,0.5660377358490566,0.5725190839694656,0.5950920245398773,0.6273584905660378,0.6479400749063671,0.670487106017192,0.674468085106383,0.6947194719471947,0.7058823529411765,0.718475073313783,0.7337322363500374,0.7368718238283456,0.7434042553191489,0.7524240465416936,0.7630619684082625,0.7756702535108517,0.7815807560137457,0.7858767576509512,0.7944961240310078,0.8039772727272727,0.8081347753026843,0.8149806505261138,0.8203230307186605,0.8256251421771922,0.8312687711880793,0.8350831852689388,0.8386826213375084,0.8427288440726475
population counts:,6,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,69,85,106,131,163,212,267,349,470,606,782,1023,1337,1771,2350,3094,4115,5483,7275,9672,12900,17248,23209,31267,42287,57147,77579,105247,143072,194969
groups counts:,6,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,14,17,21,27,35,44,58,78,101,130,170,222,295,391,515,685,913,1212,1612,2150,2874,3868,5211,7047,9524,12929,17541,23845,32494
standard deviations in prosocial proportions,6,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.29627314724385301,0.29355317982906454,0.27194404022931495,0.25040712315000757,0.29252546064354218,0.28271649826311313,0.2662685633236111,0.27843262282807357,0.25920906823544348,0.28549782168782545,0.27048824168323637,0.27064001612554622,0.26307729711599975,0.24047944689304204,0.24756054870313357,0.24485815678203662,0.24497976937666555,0.24379660620850951,0.23058140113039274,0.22651279339120245,0.22208751998199608,0.22396057206632158,0.21615892952215351,0.21279749822960262,0.21014840513714345,0.20754689183245176,0.20436718742352405,0.19960535886570008,0.19686526628263656,0.19518333066000337,0.19134618198859074
prosociality proportions:,6,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5,0.5161290322580645,0.5309734513274337,0.5294117647058824,0.550561797752809,0.5954545454545455,0.6304347826086957,0.6483516483516484,0.682092555331992,0.7007874015748031,0.7060889929742389,0.7057761732851986,0.7184334908845375,0.7237237237237237,0.7385984427141268,0.7472527472527473,0.7580416750960954,0.7685267198110423,0.7771201033146793,0.7867291178766589,0.796607294317218,0.8045892235197706,0.8103035497886679,0.815642934863775,0.8215426675677336,0.8273348820310694,0.8328587385743278,0.8379133386918178,0.8432668518859541,0.8481574734971261
population counts:,6,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,60,76,93,113,136,178,220,276,364,497,635,854,1108,1481,1998,2697,3640,4943,6774,9292,12810,17685,24405,33833,46871,65108,90829,127126,177911,249794,351094
groups counts:,6,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,18,22,29,36,46,60,82,105,142,184,246,333,449,606,823,1129,1548,2135,2947,4067,5638,7811,10851,15138,21187,29651,41632,58515
standard deviations in prosocial proportions,6,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.23333333333333334,0.2239867585979379,0.24795545101377595,0.24667095663365166,0.29967217835284471,0.34583135749432647,0.32269914033010388,0.27564821161753961,0.30664385657388016,0.26623419675121635,0.25042522773065123,0.26207307826406423,0.26626470131853852,0.25329043283043928,0.25715745382735988,0.25048462546235606,0.2443727754285171,0.24737472087244117,0.23553391406667276,0.23202573590084494,0.22690968116510246,0.22030451965020645,0.21608145529729431,0.2128820688905933,0.20913741292233959,0.20504166496029644,0.20126529020728381,0.19862320523807087,0.19522843317638108,0.19153138375074108,0.18781025318651257
prosociality proportions:,7,0.0,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5362318840579711,0.5294117647058824,0.5294117647058824,0.5151515151515151,0.5076923076923077,0.5076923076923077,0.5,0.5,0.5,0.49206349206349204,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.47540983606557374,0.4576271186440678,0.4482758620689655,0.4482758620689655,0.43859649122807015,0.41818181818181815,0.41818181818181815,0.4074074074074074,0.4074074074074074,0.38461538461538464,0.38461538461538464,0.37254901960784315,0.37254901960784315,0.37254901960784315,0.37254901960784315,0.37254901960784315
population counts:,7,0.0,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,70,69,68,68,66,65,65,64,64,64,63,62,62,62,62,61,59,58,58,57,55,55,54,54,52,52,51,51,51,51,51
groups counts:,7,0.0,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7
standard deviations in prosocial proportions,7,0.0,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.20995626366712955,0.11483295620940065,0.32446239961732409,0.28203658011532501,0.30156404920282676,0.30529897686985091,0.29698665866395868,0.29973947020704494,0.20728904939721249,0.30618621784789724,0.28353486573838804,0.28896552772213974,0.26342123031198839,0.23187441553367122,0.28665442422640441,0.31803140287444215,0.25308011695802929,0.27588418849072099,0.33543841961616716,0.22299095970968175,0.22951012421969877,0.28475797727920227,0.26963369960298217,0.31860463952009727,0.29935487333939276,0.3063699164738023,0.3514328035799999,0.34607836279686588,0.29771254410307224,0.23264752609726361,0.33602309836340843
prosociality proportions:,7,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5555555555555556,0.5428571428571428,0.5492957746478874,0.5844155844155844,0.6,0.5903614457831325,0.5697674418604651,0.5795454545454546,0.5747126436781609,0.5747126436781609,0.5581395348837209,0.5529411764705883,0.5465116279069767,0.5517241379310345,0.5555555555555556,0.5652173913043478,0.5604395604395604,0.5698924731182796,0.5833333333333334,0.574468085106383,0.5670103092783505,0.5578947368421052,0.5531914893617021,0.5520833333333334,0.5510204081632653,0.5510204081632653,0.5555555555555556,0.5544554455445545,0.5576923076923077,0.5480769230769231
population counts:,7,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,70,72,70,71,77,80,83,86,88,87,87,86,85,86,87,90,92,91,93,96,94,97,95,94,96,98,98,99,101,104,104
groups counts:,7,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,11,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14
standard deviations in prosocial proportions,7,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16659862556700861,0.324002590377652,0.29137254363387344,0.28221066093054875,0.32937111535872882,0.24874685927665502,0.24980316325132951,0.2917387848157314,0.2795520679619703,0.33411632104163147,0.28314116006851303,0.23185173290004288,0.27271958922686973,0.24966318013423452,0.31447786784617987,0.25393725009168505,0.31705858758151256,0.30614282103415114,0.3065729011765842,0.25173012444988691,0.2434434667712515,0.34538673814357657,0.28936087476483618,0.27996762952664089,0.24716271911884732,0.29993751952447073,0.27456375606272881,0.31427546448300731,0.27946192796069474,0.24070334170690547,0.29782821852695074
prosociality proportions:,7,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.547945205479452,0.5454545454545454,0.5432098765432098,0.5487804878048781,0.5308641975308642,0.5238095238095238,0.5168539325842697,0.5217391304347826,0.5353535353535354,0.5445544554455446,0.5412844036697247,0.5726495726495726,0.5785123966942148,0.5757575757575758,0.5899280575539568,0.6054421768707483,0.6025641025641025,0.6012269938650306,0.5952380952380952,0.6,0.6021505376344086,0.6059113300492611,0.5942028985507246,0.5972222222222222,0.6017699115044248,0.6025641025641025,0.6071428571428571,0.6060606060606061,0.5935251798561151,0.5874125874125874
population counts:,7,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,70,73,77,81,82,81,84,89,92,99,101,109,117,121,132,139,147,156,163,168,180,186,203,207,216,226,234,252,264,278,286
groups counts:,7,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,11,11,11,12,12,13,14,14,15,16,17,18,19,21,22,23,24,25,26,29,29,30,32,33,36,37,39,40
standard deviations in prosocial proportions,7,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.25394841192330253,0.30641525112573781,0.2362345448999397,0.3047369083871091,0.27610957410705672,0.29641960686387353,0.28769157079987073,0.2595393384934615,0.27920727697311049,0.31267695947589219,0.30038197603806022,0.30317458197439956,0.26789434265495532,0.29826473856786889,0.27243479656597575,0.30757168292294795,0.31896251419121913,0.29708679285599116,0.27004224821413236,0.25309870982701543,0.29597761643932902,0.2770097326478706,0.29376082751408095,0.32608874259896026,0.29253757244586037,0.28629298867196035,0.26623158156447446,0.29038835518215395,0.30138980323173425,0.31282171522879282,0.30188310717131583
prosociality proportions:,7,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.547945205479452,0.5625,0.5662650602409639,0.5697674418604651,0.5625,0.5566037735849056,0.5775862068965517,0.5887096774193549,0.5971223021582733,0.6193548387096774,0.6331360946745562,0.6333333333333333,0.6363636363636364,0.6342592592592593,0.6333333333333333,0.6259842519685039,0.6236559139784946,0.6221498371335505,0.6189024390243902,0.6175637393767706,0.6302083333333334,0.6277372262773723,0.6349206349206349,0.6415094339622641,0.642292490118577,0.64,0.6389351081530782,0.642967542503864,0.6433666191155493,0.6502590673575129
population counts:,7,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,70,73,80,83,86,96,106,116,124,139,155,169,180,198,216,240,254,279,307,328,353,384,411,441,477,506,550,601,647,701,772
groups counts:,7,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,11,12,13,15,16,17,19,22,24,25,28,30,34,36,39,43,46,50,54,58,63,68,72,78,85,92,100,110
standard deviations in prosocial proportions,7,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.12453996981544782,0.31438715895259733,0.25769410160110379,0.31850405059734105,0.29000299938827362,0.24206145913796356,0.34318810329016364,0.3036350215692219,0.32297495085153433,0.35441667846306152,0.25603716803111187,0.2553113512055854,0.24877463300588121,0.31257743209779448,0.27334393645437222,0.28621010179813966,0.27985511505873928,0.30146766326218782,0.28051817635822157,0.2999550785041058,0.30318799313903161,0.28621370837552473,0.28754509398866329,0.28974826157748612,0.2943851715119058,0.28229033310426282,0.28388730721316552,0.30221308556386001,0.27335202349514603,0.27875972345080152,0.29174300156019567
prosociality proportions:,7,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5384615384615384,0.5542168674698795,0.5666666666666667,0.580952380952381,0.5950413223140496,0.5909090909090909,0.5944055944055944,0.6064516129032258,0.6104651162790697,0.6130653266331658,0.6206896551724138,0.6342412451361867,0.6404109589041096,0.654320987654321,0.64,0.6434108527131783,0.6351039260969977,0.6307053941908713,0.62756052141527,0.6385135135135135,0.6411042944785276,0.6362397820163488,0.645320197044335,0.6588628762541806,0.6666666666666666,0.6756993006993007,0.6784591194968553,0.6779422128259338,0.6788413098236776,0.6805399325084365
population counts:,7,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,70,78,83,90,105,121,132,143,155,172,199,232,257,292,324,350,387,433,482,537,592,652,734,812,897,1014,1144,1272,1419,1588,1778
groups counts:,7,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,11,12,15,17,18,20,22,24,28,33,36,41,46,50,55,61,68,76,84,93,104,116,128,144,163,181,202,226,254
standard deviations in prosocial proportions,7,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.22857142857142856,0.31153422192204089,0.27414288425500727,0.30924824615417484,0.26575952231003686,0.26808026421432912,0.29253091101664241,0.33661543187975179,0.3186422010559965,0.27286874968820796,0.3110519344325034,0.26116488759638695,0.28425821864476492,0.29611509888169207,0.26348288270037667,0.26532998322843199,0.25154043239257556,0.24909327491693453,0.25659764723400413,0.28468097860978742,0.29426222825524301,0.28311774805327894,0.27941982878967619,0.2701960339644589,0.25987959722333642,0.27562919645589995,0.26525781703583079,0.26424390950527582,0.27512177629919043,0.27207483835817925,0.28399748145433307
prosociality proportions:,7,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5466666666666666,0.550561797752809,0.5306122448979592,0.5327102803738317,0.5344827586206896,0.553030303030303,0.554140127388535,0.5697674418604651,0.5638297872340425,0.5747663551401869,0.5941422594142259,0.5962962962962963,0.6136363636363636,0.6386554621848739,0.6370370370370371,0.6340425531914894,0.6358490566037736,0.6396694214876033,0.6432664756446992,0.6534653465346535,0.6555435952637244,0.6590909090909091,0.6707416462917686,0.6809859154929577,0.6866952789699571,0.6915343915343916,0.6978122151321786,0.701195219123506,0.704623878536922,0.7077062010836845
