dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
prosociality proportions:,6,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5538461538461539,0.5588235294117647,0.5753424657534246,0.5949367088607594,0.5730337078651685,0.5698924731182796,0.55,0.5462962962962963,0.5619834710743802,0.5671641791044776,0.5906040268456376,0.5953757225433526,0.5979381443298969,0.6045454545454545,0.6086956521739131,0.6027397260273972,0.6067073170731707,0.6016713091922006,0.6172839506172839,0.6328828828828829,0.6421471172962226,0.6416819012797075,0.6351791530944625,0.6297935103244838,0.6385224274406333,0.6411483253588517,0.6375266524520256,0.6444866920152091,0.6570945945945946,0.6593155893536121
population counts:,6,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,60,65,68,73,79,89,93,100,108,121,134,149,173,194,220,253,292,328,359,405,444,503,547,614,678,758,836,938,1052,1184,1315
groups counts:,6,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,12,13,14,15,16,18,20,22,24,28,32,36,42,48,54,59,67,74,83,91,102,113,126,139,156,175,197,219
standard deviations in prosocial proportions,6,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.23333333333333334,0.18995464311226853,0.25264478721064715,0.22937057169235597,0.17028042929186021,0.14661402763436945,0.17289204830717592,0.13663761461163385,0.22086778596067708,0.17888860720249369,0.20962172589510372,0.18053375064568128,0.165139031899007,0.19519447964838579,0.18013231204264754,0.20906073361937905,0.17694294377240377,0.19209063752081112,0.21265810820121697,0.20045101090892134,0.20316513817746382,0.18930527158524901,0.1962686169152468,0.1927771079601765,0.1954931153484471,0.19044581876420977,0.19641067873262774,0.2022349504755471,0.21018122853118376,0.20618614617257242,0.17730952456117602
prosociality proportions:,6,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5606060606060606,0.5774647887323944,0.5897435897435898,0.5882352941176471,0.6063829787234043,0.6238532110091743,0.5952380952380952,0.6164383561643836,0.6319018404907976,0.6349206349206349,0.6238532110091743,0.6451612903225806,0.6506849315068494,0.6536144578313253,0.6461538461538462,0.6564551422319475,0.6434108527131783,0.6506622516556292,0.6537356321839081,0.6629491945477075,0.6652314316469322,0.6635426429240863,0.6597510373443983,0.658465991316932,0.6557583385777218,0.6626833242802824,0.6669806877060763,0.6707566462167689,0.6739359831164263,0.6774785801713586
population counts:,6,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,60,66,71,78,85,94,109,126,146,163,189,218,248,292,332,390,457,516,604,696,807,929,1067,1205,1382,1589,1841,2123,2445,2843,3268
groups counts:,6,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,11,13,14,15,18,21,24,27,31,36,41,48,55,65,76,86,100,116,134,154,177,200,230,264,306,353,407,473,544
standard deviations in prosocial proportions,6,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.16329931618554522,0.22777721785413496,0.14077586616025198,0.16813944934107694,0.25355540220459705,0.16514040385574544,0.17546783658324699,0.19633836312465053,0.19837301190396806,0.18962101449104002,0.16550701919010982,0.19652875431437714,0.18337150752028372,0.19708821319059042,0.18119662879525031,0.19283687873808375,0.20303724951699828,0.19714170505472126,0.18996598334947229,0.19097308549030795,0.18998228085469662,0.20800859135766431,0.18493716675886077,0.19320042200063769,0.19280712686971052,0.20730586259877032,0.19552417043545872,0.19103602626061159,0.1849480066505074,0.19287652310130801,0.1835014518706205
prosociality proportions:,6,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5441176470588235,0.527027027027027,0.5421686746987951,0.5555555555555556,0.575,0.5827338129496403,0.575,0.572972972972973,0.5961538461538461,0.5873015873015873,0.5938566552901023,0.5977011494252874,0.6165413533834586,0.6341991341991342,0.6370370370370371,0.6409448818897637,0.6417112299465241,0.6552901023890785,0.6605237633365665,0.669664758789861,0.6725784447476125,0.6780045351473923,0.6854527938342967,0.6920880913539967,0.69935087119918,0.7062896710905944,0.7165904165663376,0.7176966292134831,0.7225016767270288,0.7272219116825042
population counts:,6,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,60,68,74,83,99,120,139,160,185,208,252,293,348,399,462,540,635,748,879,1031,1223,1466,1764,2076,2452,2927,3466,4153,4984,5964,7156
groups counts:,6,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,13,16,20,23,26,30,34,42,48,58,66,77,90,105,124,146,171,203,244,294,346,408,487,577,692,830,994,1192
standard deviations in prosocial proportions,6,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.29627314724385295,0.16444519405387514,0.19572585542342005,0.18849348469258034,0.23066916237688848,0.18615256586407231,0.18452653179515768,0.20637539480232275,0.16529290218342621,0.16096087281298196,0.2096800764067128,0.21968719082693255,0.16091954022988508,0.20394778447354731,0.2132666309394563,0.19654072831735703,0.1861331345586443,0.19265512592105738,0.1950732821721195,0.20292795285793858,0.18850998557066881,0.19654679042332712,0.19358559657006275,0.19396068863295227,0.19164627379336138,0.18337194696503711,0.19082160914954491,0.18166491501949003,0.18324114948569079,0.18745605714296137,0.18475721012320942
prosociality proportions:,6,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5714285714285714,0.6049382716049383,0.6176470588235294,0.6166666666666667,0.6275862068965518,0.659217877094972,0.6651982378854625,0.6531365313653137,0.6696165191740413,0.6917808219178082,0.7111111111111111,0.7151424287856072,0.7086330935251799,0.7221135029354208,0.7316692667706708,0.7396486825595985,0.7422312786551197,0.7501027538018906,0.7544890630101208,0.764369310793238,0.7672179191961482,0.7734584450402144,0.7774361716348082,0.7853731026430315,0.7923721709974854,0.7977386099102095,0.8034160999525541,0.8088914789992924,0.8144076140466032,0.8191926766827855
population counts:,6,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,60,70,81,102,120,145,179,227,271,339,438,540,667,834,1022,1282,1594,1963,2433,3063,3845,4777,5968,7481,9421,11930,15035,18969,24023,30470,38671
groups counts:,6,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,17,20,24,29,37,45,56,73,90,111,139,170,213,265,327,405,510,640,796,994,1246,1570,1988,2505,3161,4003,5078,6445
standard deviations in prosocial proportions,6,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.16329931618554522,0.19958071527676213,0.18338812382723776,0.1592948706791365,0.14999999999999999,0.21709649788237986,0.15466986674914837,0.16493713609884988,0.18432908691818173,0.19250769189743541,0.20021151843281967,0.18559214542766744,0.17088573929483583,0.18113851369332815,0.18834780551068075,0.17148086240912894,0.17099470242866144,0.18088956867573108,0.17963428333361495,0.17903627942886879,0.16734449748647928,0.17066871901085021,0.1730365665012272,0.17362814647221694,0.16584650132031081,0.16733926513777314,0.16160327267038793,0.16246471157778714,0.16088318764105167,0.15844630172975882,0.15722023266911928
prosociality proportions:,6,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.49295774647887325,0.5119047619047619,0.5257731958762887,0.5384615384615384,0.5179856115107914,0.4876543209876543,0.4742268041237113,0.5086206896551724,0.5381944444444444,0.5470085470085471,0.5576470588235294,0.5512572533849129,0.56875,0.5705045278137129,0.5780911062906724,0.5903508771929824,0.6044508255563532,0.6066350710900474,0.6158245948522403,0.6277992277992278,0.6319444444444444,0.6430745814307458,0.652005701486459,0.65631674059471,0.6632894736842105,0.6713249973731218,0.6798567144285238,0.6894517005900683,0.6965357481309887,0.7026011440023381
population counts:,6,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,60,71,84,97,117,139,162,194,232,288,351,425,517,640,773,922,1140,1393,1688,2098,2590,3168,3942,4911,6087,7600,9517,12004,15083,18994,23951
groups counts:,6,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,14,16,19,23,27,32,38,48,58,70,86,106,128,153,190,232,281,349,431,528,657,818,1014,1266,1586,2000,2513,3165,3991
standard deviations in prosocial proportions,6,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.16329931618554519,0.21181177182207908,0.19379548328690127,0.24229462602236918,0.1811979810518296,0.15886137943294829,0.20750291745643965,0.19574958179800275,0.20588499545333103,0.20480225143136982,0.19695579907505548,0.18964102620704648,0.19929939994619703,0.20760368129491297,0.20643131546138516,0.20413378434987073,0.22003560248032508,0.18910411091043458,0.20223083414713128,0.20223992559666185,0.19216673878712007,0.19771997580611872,0.20395170259476983,0.19574747416176283,0.19084703122888574,0.19336992107849271,0.19035361992075056,0.18587307619317744,0.1891954531705129,0.18507936618625534,0.18186427896873625
prosociality proportions:,6,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5844155844155844,0.5714285714285714,0.5737704918032787,0.5906040268456376,0.5815217391304348,0.5707964601769911,0.565068493150685,0.5840220385674931,0.6076233183856502,0.6194690265486725,0.632768361581921,0.6381578947368421,0.6593886462882096,0.6664392905866303,0.6737513283740701,0.6911643270024773,0.7047107176730951,0.7086461612981352,0.7128110599078341,0.7219800309379834,0.7277329025309639,0.7364831552999178,0.7456571819936492,0.7537631887456038,0.7647831333853908,0.7720328400244441,0.7787954206072673,0.7846656521349924,0.7917039256013592,0.7972918923423048
population counts:,6,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,60,77,98,122,149,184,226,292,363,446,565,708,912,1145,1466,1882,2422,3163,4129,5425,7111,9285,12170,16061,21325,28174,37637,50225,67026,89464,120010
groups counts:,6,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,16,20,24,30,37,48,60,74,94,118,152,190,244,313,403,527,688,904,1185,1547,2028,2676,3554,4695,6272,8370,11171,14910,20001
standard deviations in prosocial proportions,6,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.12472191289246472,0.15818358276186312,0.13188755636024097,0.1652319197418807,0.16201948938566352,0.17897837228990396,0.17057258824174132,0.20248244323388687,0.20382151475382382,0.17740905442976609,0.17599384970896587,0.20534216774447744,0.19662383917922968,0.19021796901372168,0.18079538814561705,0.19631124713893813,0.19459623495421122,0.17730968592181812,0.18992684111088537,0.18583967586871181,0.18528594133145887,0.1854268382665476,0.1790004122697067,0.17604026650343971,0.179158115384772,0.1708423567398156,0.17026798663762749,0.16725804689598872,0.16930502170005321,0.1642903704017184,0.16283743944104548
prosociality proportions:,6,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5555555555555556,0.5714285714285714,0.5909090909090909,0.5757575757575758,0.5730994152046783,0.6009174311926605,0.624561403508772,0.632,0.6310272536687631,0.6478190630048465,0.6662576687116565,0.680259499536608,0.6976584022038568,0.6948018528049408,0.705814401232191,0.716589861751152,0.7312034078807241,0.7377307874388512,0.7485127726583459,0.7604389951127497,0.7687803035073358,0.7783999632808556,0.7887191854233655,0.7960903351141331,0.8043260529598847,0.8116584544061206,0.8187957385146774,0.8262793986695302,0.8326470835945762,0.838608272245706
population counts:,6,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,60,72,91,110,132,171,218,285,375,477,619,815,1079,1452,1943,2597,3472,4695,6337,8573,11663,15881,21787,29856,41180,56911,78947,109727,152728,213722,299024
groups counts:,6,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,18,22,28,36,47,62,79,103,135,179,242,323,432,578,782,1056,1428,1943,2646,3631,4976,6863,9485,13157,18287,25454,35620,49837
standard deviations in prosocial proportions,6,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.17950549357115014,0.18425693279752223,0.21115287807385258,0.21006357175772822,0.18618493526431071,0.20662215476816245,0.19541384527373223,0.19457768089209429,0.19950843730500109,0.19883919135203981,0.20296438226298491,0.1819290453518129,0.18969741339487167,0.18327454335524929,0.18407028712341886,0.19065311783325337,0.18847638673922176,0.17308208220872998,0.18521167345526557,0.17510780015804886,0.17890051966406928,0.17571856786352485,0.17243107036205604,0.16712563629331723,0.16416903702603541,0.16229208678723062,0.16118992613170616,0.15739243878602369,0.15396596926128217,0.15253702372683831,0.14971850838393208
prosociality proportions:,7,0.0,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5151515151515151,0.5151515151515151,0.5076923076923077,0.5076923076923077,0.5,0.49206349206349204,0.49206349206349204,0.49206349206349204,0.47540983606557374,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.43859649122807015,0.42857142857142855,0.42857142857142855,0.41818181818181815,0.41818181818181815,0.4074074074074074,0.39622641509433965
population counts:,7,0.0,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,70,68,68,68,68,66,66,65,65,64,63,63,63,61,60,60,60,60,60,60,60,60,60,60,57,56,56,55,55,54,53
groups counts:,7,0.0,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
standard deviations in prosocial proportions,7,0.0,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.22857142857142856,0.13524121577739662,0.21834413721805215,0.18680321104666381,0.15562437738990142,0.11586350254489232,0.18875295228611555,0.13860515235375384,0.18597949453096013,0.1701265961129049,0.1522486197877054,0.29440058715859374,0.21413869147987369,0.11878691692544706,0.25011955049698997,0.24386607649549397,0.12401959270615268,0.11518808792357739,0.10287248769466885,0.14723685342893286,0.23840079909189285,0.21099359137066176,0.16903969370674271,0.11912200057255655,0.18552316745696562,0.14285714285714285,0.23690177073967142,0.10918844162771783,0.1550046686832991,0.21816818115536021,0.16883053171198262
prosociality proportions:,7,0.05,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5492957746478874,0.5616438356164384,0.5555555555555556,0.5675675675675675,0.5733333333333334,0.5584415584415584,0.5432098765432098,0.5421686746987951,0.5476190476190477,0.5301204819277109,0.5411764705882353,0.5444444444444444,0.5384615384615384,0.5483870967741935,0.5567010309278351,0.5520833333333334,0.5490196078431373,0.5533980582524272,0.5420560747663551,0.5504587155963303,0.5495495495495496,0.5555555555555556,0.5546218487394958,0.5409836065573771,0.5546875,0.556390977443609,0.562962962962963,0.572463768115942,0.5474452554744526,0.5507246376811594
population counts:,7,0.05,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,70,71,73,72,74,75,77,81,83,84,83,85,90,91,93,97,96,102,103,107,109,111,117,119,122,128,133,135,138,137,138
groups counts:,7,0.05,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,10,11,11,11,12,11,12,12,13,13,13,13,14,14,15,15,15,16,17,17,18,19,19,19,19,19
standard deviations in prosocial proportions,7,0.05,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.10690449676496976,0.20714285714285716,0.16699054415365769,0.23757383385089412,0.17294714304004644,0.16445061599775421,0.23159161688476632,0.20530419983829615,0.23025638910256147,0.1828844225683002,0.17895472440935936,0.088124894461267436,0.18069177662691116,0.16953020462133531,0.15869992433006791,0.14033864110319877,0.19534493224869426,0.14453843907652691,0.15777705479961637,0.17531151412308033,0.17914985682889634,0.16450123889008214,0.20910782908268516,0.20720719337710847,0.14456926323895844,0.17861826987060889,0.1598518167328519,0.18084230783166458,0.17163002607012739,0.21734721082048511,0.19451481667715656
prosociality proportions:,7,0.1,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5616438356164384,0.5789473684210527,0.569620253164557,0.5662650602409639,0.5595238095238095,0.5581395348837209,0.5681818181818182,0.5684210526315789,0.5961538461538461,0.6055045871559633,0.6017699115044248,0.5982905982905983,0.5950413223140496,0.608,0.6106870229007634,0.625,0.6168831168831169,0.6134969325153374,0.6127167630057804,0.6187845303867403,0.612565445026178,0.6069651741293532,0.6124401913875598,0.6194690265486725,0.6300813008130082,0.6254826254826255,0.6297709923664122,0.6376811594202898,0.629757785467128,0.636963696369637
population counts:,7,0.1,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,70,73,76,79,83,84,86,88,95,104,109,113,117,121,125,131,144,154,163,173,181,191,201,209,226,246,259,262,276,289,303
groups counts:,7,0.1,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,12,12,12,13,14,15,16,16,17,17,18,20,22,23,24,25,27,28,29,32,35,37,37,39,41,43
standard deviations in prosocial proportions,7,0.1,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.19999999999999998,0.15428612764494889,0.14183788173078993,0.16574349374156128,0.16929880291537261,0.15927485905071015,0.15620747720699593,0.18686115657550312,0.24329090843531187,0.20387425688335881,0.20781909322823078,0.12407482075252178,0.20133569742605437,0.17971703704159006,0.1986099832057672,0.11622395351051569,0.15745454073464882,0.21270570589817145,0.18676516175978505,0.21389266200989224,0.18394209381637205,0.17342677288422348,0.20125897962432693,0.19342621876030494,0.17071059510869874,0.18355012865503381,0.19181069263898412,0.17068164656719415,0.1382298631592809,0.16910624944069341,0.17398994152438346
prosociality proportions:,7,0.15,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5540540540540541,0.5569620253164557,0.5662650602409639,0.5957446808510638,0.6060606060606061,0.6160714285714286,0.6140350877192983,0.6178861788617886,0.6165413533834586,0.6301369863013698,0.64375,0.6352941176470588,0.6292134831460674,0.6373056994818653,0.6635514018691588,0.6623931623931624,0.6693548387096774,0.6730038022813688,0.6784452296819788,0.6798679867986799,0.6697530864197531,0.6705202312138728,0.6596306068601583,0.6529126213592233,0.6477272727272727,0.6380753138075314,0.6401515151515151,0.6397941680960549,0.64,0.6480117820324006
population counts:,7,0.15,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,70,74,79,83,94,99,112,114,123,133,146,160,170,178,193,214,234,248,263,283,303,324,346,379,412,440,478,528,583,625,679
groups counts:,7,0.15,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,11,13,14,16,16,17,19,20,22,24,25,27,30,33,35,37,40,43,46,49,54,58,62,68,75,83,89,97
standard deviations in prosocial proportions,7,0.15,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.15386185163241442,0.20507744928217153,0.14463547796997564,0.20135106147680071,0.23663081629284455,0.1883138660342745,0.20024697760719468,0.17126515183230609,0.1675214352101094,0.1469535359826471,0.21639401834031685,0.17401961366551036,0.18685967523753028,0.19348574803813731,0.18749737547503889,0.14372380960269601,0.15416285841777055,0.19853167796437909,0.17177399631316326,0.18704824404278644,0.15974181474857482,0.17956783848588992,0.14313020550107691,0.15854714151360963,0.17854727414351418,0.15450061537277432,0.21706542642587201,0.20440916460854616,0.16872189265660628,0.16258495028752051,0.1704708836837753
prosociality proportions:,7,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5131578947368421,0.5542168674698795,0.5747126436781609,0.5851063829787234,0.5700934579439252,0.5619834710743802,0.5390625,0.5208333333333334,0.5256410256410257,0.5433526011560693,0.5347593582887701,0.5320197044334976,0.5535714285714286,0.5425101214574899,0.5393258426966292,0.5353535353535354,0.5402985074626866,0.5294117647058824,0.5328282828282829,0.528604118993135,0.5257731958762887,0.5324427480916031,0.5481099656357389,0.5510835913312694,0.5582047685834503,0.5544174135723432,0.5509478672985783,0.5625668449197861,0.5544651619234544,0.5511111111111111
population counts:,7,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,70,76,83,87,94,107,121,128,144,156,173,187,203,224,247,267,297,335,357,396,437,485,524,582,646,713,781,844,935,1019,1125
groups counts:,7,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,12,13,15,17,18,20,22,24,26,29,32,35,38,42,47,51,56,62,69,74,83,92,101,111,120,133,145,160
standard deviations in prosocial proportions,7,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.15386185163241442,0.18902441533261446,0.13574379844394074,0.1419240359234091,0.14509812460884608,0.17343403668070775,0.20259225881480666,0.15162677122653018,0.160543063553372,0.16399519060552956,0.14944618271871321,0.19949410908403278,0.19091450615838523,0.20123977981401153,0.19319428473295402,0.14871988132323502,0.18545214610782221,0.21284193172434029,0.18398052519521599,0.17160234753920547,0.21582941437213929,0.17067251084666091,0.18912715795172705,0.1808744549277396,0.18159737066012302,0.19547180534915851,0.18574596192968501,0.18451324854570442,0.19245961612445991,0.19917284789740228,0.1814120808885534
prosociality proportions:,7,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5384615384615384,0.5411764705882353,0.52,0.5045045045045045,0.5,0.48201438848920863,0.5,0.5087719298245614,0.49214659685863876,0.4881516587677725,0.48936170212765956,0.4864864864864865,0.4964788732394366,0.49019607843137253,0.4836795252225519,0.48157894736842105,0.4896551724137931,0.49375,0.49624060150375937,0.49238578680203043,0.4969512195121951,0.5006934812760055,0.5050632911392405,0.5084937712344281,0.5114885114885115,0.512,0.5160256410256411,0.5221674876847291,0.5177664974619289,0.52894438138479
population counts:,7,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,70,78,85,100,111,122,139,154,171,191,211,235,259,284,306,337,380,435,480,532,591,656,721,790,883,1001,1125,1248,1421,1576,1762
groups counts:,7,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,14,15,17,19,22,24,27,30,33,37,40,43,48,54,62,68,76,84,93,103,112,126,143,160,178,203,225,251
standard deviations in prosocial proportions,7,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.20995626366712955,0.23740183366838416,0.18702107201476259,0.1222095874184029,0.15679073101855651,0.15113644539072718,0.14650805703120204,0.20991207630187808,0.17743780798220715,0.18987587278206736,0.19487935246747048,0.16525516880196009,0.24056254043930836,0.18913192876823265,0.16458076592307674,0.21414325156466821,0.20470965668188376,0.19030239038865532,0.17186010369032459,0.17871976427074754,0.20929112661756724,0.20862875201684739,0.1833940047274962,0.20382412604581499,0.1790066413033877,0.191448839200658,0.178156745067757,0.18351981929960132,0.19073283849314962,0.17899948694488096,0.18496492029532458
prosociality proportions:,7,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5333333333333333,0.5764705882352941,0.5816326530612245,0.5811965811965812,0.5801526717557252,0.5882352941176471,0.6021505376344086,0.6047619047619047,0.6131687242798354,0.6113074204946997,0.6184615384615385,0.6155844155844156,0.6302895322939867,0.6408317580340265,0.6486928104575164,0.6472222222222223,0.6541617819460727,0.6576305220883534,0.6581849024597116,0.6582278481012658,0.6620230163537251,0.6610515569167943,0.6628106255355612,0.6647398843930635,0.6671727907682964,0.6723033563925186,0.6741158602733782,0.6796134208606857,0.6834785266697234,0.6875955170657158
population counts:,7,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,70,75,85,98,117,131,153,186,210,243,283,325,385,449,529,612,720,853,996,1179,1422,1651,1959,2334,2768,3293,3903,4609,5484,6543,7852
groups counts:,7,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,12,14,16,18,21,26,30,34,40,46,55,64,75,87,102,121,142,168,203,235,279,333,395,470,557,658,783,934,1121
standard deviations in prosocial proportions,7,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.18952141659173713,0.14228680794186691,0.16758753889120151,0.17466574253697642,0.16618599638780687,0.13848083481109336,0.1868930780672734,0.18231494530809955,0.1940731797363317,0.1551433606177236,0.20924883877960287,0.15755514189743311,0.15854797363149978,0.16777861361206539,0.19774608653328396,0.17061749972191867,0.18389029399802181,0.17764782565493234,0.17757892915267076,0.16726038629048345,0.18492453884788337,0.18092263149337498,0.17126300226815255,0.17258840082082186,0.17440907409065567,0.17813493506336867,0.17803507398212284,0.1766589340191293,0.17288814309038195,0.17796991933353171,0.17467568501996261
prosociality proportions:,7,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5822784810126582,0.5824175824175825,0.5765765765765766,0.5588235294117647,0.5345911949685535,0.5573770491803278,0.5471698113207547,0.5655737704918032,0.5704225352112676,0.5748502994011976,0.5653266331658291,0.5836734693877551,0.596252129471891,0.615931721194879,0.616822429906542,0.6055226824457594,0.6059113300492611,0.614562458249833,0.625,0.636405109489051,0.6468831653602091,0.6500153233220962,0.6560301507537688,0.6634277444697126,0.6733830003386386,0.679394612607609,0.6863167441333182,0.6934496195954722,0.7011546298392574,0.7068223724646588
population counts:,7,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,70,79,91,111,136,159,183,212,244,284,334,398,490,587,703,856,1014,1218,1497,1816,2192,2679,3263,3980,4837,5906,7202,8821,10778,13251,16270
groups counts:,7,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,15,19,22,26,30,34,40,47,56,70,83,100,122,144,174,213,259,313,382,466,568,691,843,1028,1260,1539,1893,2324
