dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
prosociality proportions:,7,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5294117647058824,0.5223880597014925,0.5223880597014925,0.5223880597014925,0.5151515151515151,0.5151515151515151,0.5,0.5,0.49206349206349204,0.49206349206349204,0.49206349206349204,0.4838709677419355,0.47540983606557374,0.47540983606557374,0.4576271186440678,0.4576271186440678,0.4482758620689655,0.43859649122807015,0.43859649122807015,0.43859649122807015,0.43859649122807015,0.41818181818181815,0.39622641509433965,0.39622641509433965,0.39622641509433965,0.37254901960784315,0.37254901960784315,0.37254901960784315,0.37254901960784315,0.3333333333333333
population counts:,7,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,68,67,67,67,66,66,64,64,63,63,63,62,61,61,59,59,58,57,57,57,57,55,53,53,53,51,51,51,51,48
groups counts:,7,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6
standard deviations in prosocial proportions,7,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.17842851423995423,0.12172906071569815,0.16214093418900283,0.22806242929366685,0.086985358003107041,0.22351170661331651,0.15996543151386014,0.17817416127494962,0.25668193061581313,0.13654484550861312,0.1522486197877054,0.15224861978770537,0.27602863048411985,0.20201817757042942,0.21547983874509524,0.15840352677866223,0.18513334187271396,0.088134317064284068,0.14479709589488263,0.23196035064846574,0.13241330312467761,0.19045293756876377,0.21543665643589197,0.17074694419062769,0.20122361013178591,0.18627690064825186,0.096602531779395331,0.24287000480432458,0.22757046681800219,0.14009724711985694,0.17179606773406919
prosociality proportions:,7,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.547945205479452,0.5333333333333333,0.5256410256410257,0.5128205128205128,0.5,0.4810126582278481,0.4625,0.4625,0.4634146341463415,0.47674418604651164,0.4482758620689655,0.4482758620689655,0.45652173913043476,0.44680851063829785,0.4375,0.4444444444444444,0.44554455445544555,0.4368932038834951,0.4339622641509434,0.4205607476635514,0.42727272727272725,0.4144144144144144,0.4051724137931034,0.4,0.39316239316239315,0.3879310344827586,0.3739130434782609,0.3728813559322034,0.3697478991596639,0.358974358974359
population counts:,7,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,73,75,78,78,78,79,80,80,82,86,87,87,92,94,96,99,101,103,106,107,110,111,116,115,117,116,115,118,119,117
groups counts:,7,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,11,11,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,15,16,16,16,16,16,16,17,16
standard deviations in prosocial proportions,7,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.20995626366712958,0.19900902451078617,0.12237029785008439,0.25166003084514416,0.1945886242048272,0.18905194849802254,0.19082790481530301,0.17608960118972966,0.14098163791685189,0.19706481695446129,0.17513433255297348,0.27907638275084667,0.19886543090452785,0.17616724771298237,0.1576262449206709,0.18387106299203407,0.22182512337484803,0.1276084054586144,0.18701346009461395,0.14533564249554146,0.20559768520891791,0.20982121749398364,0.19588308095875889,0.22060980536796135,0.20183003128232296,0.21048231310365317,0.10587394999539571,0.17733950058965361,0.15351155783740963,0.20237974082003859,0.11536097820912991
prosociality proportions:,7,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5540540540540541,0.5443037974683544,0.55,0.5308641975308642,0.5454545454545454,0.5333333333333333,0.5268817204301075,0.5212765957446809,0.5353535353535354,0.5471698113207547,0.5545454545454546,0.5526315789473685,0.5478260869565217,0.5537190082644629,0.5447154471544715,0.536,0.562962962962963,0.5555555555555556,0.5786163522012578,0.56875,0.5535714285714286,0.5290697674418605,0.5388888888888889,0.5347593582887701,0.5284974093264249,0.5276381909547738,0.5402843601895735,0.5288888888888889,0.5148936170212766,0.5102880658436214
population counts:,7,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,74,79,80,81,88,90,93,94,99,106,110,114,115,121,123,125,135,144,159,160,168,172,180,187,193,199,211,225,235,243
groups counts:,7,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,11,11,12,12,13,13,14,15,15,16,16,17,17,17,19,20,22,22,24,24,25,26,27,28,30,32,33,34
standard deviations in prosocial proportions,7,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.16659862556700858,0.18084269858817376,0.20193917799019015,0.18887064379544138,0.21969030548824553,0.12608479121143013,0.248810235815796,0.14330550940379094,0.22058574907852554,0.1673059074262625,0.17235201019860816,0.14477874275507954,0.15477621270856889,0.18012369416845986,0.19019277811355084,0.24825053434324953,0.21309812618457458,0.2123477862830383,0.23108274425814998,0.11481301759796704,0.16246139764907874,0.14470530691837166,0.14345847830847352,0.1537722938872505,0.19266670765939078,0.19472319220150114,0.15880486225989562,0.17982595043257688,0.17721917543196178,0.16503175745670043,0.14877543274025096
prosociality proportions:,7,0.15,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5324675324675324,0.5301204819277109,0.550561797752809,0.5494505494505495,0.5208333333333334,0.5104166666666666,0.5050505050505051,0.5047619047619047,0.5135135135135135,0.5083333333333333,0.49230769230769234,0.4927536231884058,0.4897959183673469,0.4873417721518987,0.4797687861271676,0.47282608695652173,0.48223350253807107,0.4803921568627451,0.48130841121495327,0.4845814977973568,0.4669421487603306,0.4689922480620155,0.4618181818181818,0.4597315436241611,0.45141065830721006,0.4577259475218659,0.45403899721448465,0.42857142857142855,0.4201474201474201,0.40415704387990764
population counts:,7,0.15,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,77,83,89,91,96,96,99,105,111,120,130,138,147,158,173,184,197,204,214,227,242,258,275,298,319,343,359,385,407,433
groups counts:,7,0.15,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,11,12,13,13,13,14,15,15,17,18,19,21,22,24,26,28,29,30,32,34,36,39,42,45,49,51,55,58,61
standard deviations in prosocial proportions,7,0.15,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.18952141659173713,0.12320562312344337,0.23349551423850912,0.13635370463042035,0.15695447095698573,0.13928598521767438,0.13336207324197769,0.2020506400930614,0.14630753805464017,0.1994323008702088,0.17900343196756968,0.15165597733796413,0.19538928934530772,0.17946810827582202,0.18710604027386651,0.22311009473071428,0.19587064389899789,0.20966532404037694,0.17445571299626339,0.15967587812322112,0.17054268958948984,0.18194114231531283,0.1937211960155994,0.14500851413994134,0.19347106884393589,0.18798972326811317,0.19140113775125192,0.15834617076543181,0.1827434711619518,0.18647064914367845,0.20326575426425461
prosociality proportions:,7,0.2,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5333333333333333,0.5,0.4838709677419355,0.48484848484848486,0.5,0.5,0.5149253731343284,0.503448275862069,0.5094339622641509,0.47752808988764045,0.4793814432989691,0.45539906103286387,0.461864406779661,0.4609375,0.4522058823529412,0.4418604651162791,0.43730886850152906,0.4444444444444444,0.4368421052631579,0.42962962962962964,0.42824074074074076,0.420824295010846,0.4251012145748988,0.43148148148148147,0.43847487001733104,0.44136807817589574,0.44011976047904194,0.4293628808864266,0.4258064516129032,0.4172661870503597
population counts:,7,0.2,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,75,86,93,99,106,116,134,145,159,178,194,213,236,256,272,301,327,360,380,405,432,461,494,540,577,614,668,722,775,834
groups counts:,7,0.2,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,12,13,14,15,16,19,20,22,25,27,30,33,36,38,43,46,51,54,57,61,65,70,77,82,87,95,103,110,119
standard deviations in prosocial proportions,7,0.2,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.15386185163241439,0.17757759154918212,0.17509007238193722,0.2286830084797446,0.17989668583942839,0.15890070203298651,0.16182650857492731,0.19957148536676378,0.23071504588552344,0.17240878813450244,0.17110684095151826,0.15233765827502996,0.1715731863568547,0.17873369251092527,0.14597414511636644,0.20734124354367664,0.15347255099602786,0.19599424461918652,0.1686294285039969,0.15209519348354966,0.16496673918560423,0.16145403139207115,0.19301674620587683,0.1737872238313673,0.17322862857495283,0.1985933770800245,0.18236883924575262,0.20240302648923741,0.1910663623658706,0.18385806353654349,0.17477335807850969
prosociality proportions:,7,0.25,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5802469135802469,0.5652173913043478,0.5384615384615384,0.5384615384615384,0.5648854961832062,0.5342465753424658,0.5365853658536586,0.526595744680851,0.514018691588785,0.4791666666666667,0.467680608365019,0.46853146853146854,0.45483870967741935,0.4550898203592814,0.44297082228116713,0.42755344418052255,0.4276315789473684,0.4361493123772102,0.43112701252236135,0.4351395730706076,0.42451420029895365,0.4266304347826087,0.41843088418430885,0.4140625,0.40858018386108275,0.3970315398886827,0.3907563025210084,0.38360402165506574,0.38702779757662154,0.38311688311688313
population counts:,7,0.25,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,81,92,104,117,131,146,164,188,214,240,263,286,310,334,377,421,456,509,559,609,669,736,803,896,979,1078,1190,1293,1403,1540
groups counts:,7,0.25,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,14,16,18,20,23,26,30,34,37,40,44,47,53,60,65,72,79,87,95,105,114,128,139,154,170,184,200,220
standard deviations in prosocial proportions,7,0.25,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.15386185163241442,0.16077166757324607,0.14219521202865421,0.16593892641910313,0.1731566028309463,0.17189915569278158,0.20262939932148977,0.16286962040786968,0.16773012991079966,0.14997755878993888,0.15351954543231186,0.20228860073250554,0.16618659601146402,0.18672492229955631,0.14308734604958626,0.19643117205030403,0.19276526324008209,0.18233150358843955,0.17660053789344177,0.19936298807049571,0.18871274743590991,0.22302502859179446,0.19429600384345969,0.18634452848409366,0.1793197212251921,0.17065705546141707,0.17852263025023996,0.18106270106231298,0.18666505579830717,0.18381530406267335,0.19256285211721641
prosociality proportions:,7,0.3,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5542168674698795,0.5408163265306123,0.5470085470085471,0.5426356589147286,0.5263157894736842,0.5164835164835165,0.515,0.5232067510548524,0.5094339622641509,0.5066225165562914,0.5085227272727273,0.49877750611246946,0.5043478260869565,0.5213358070500927,0.5096153846153846,0.5028490028490028,0.5006226650062267,0.5,0.49142857142857144,0.48509933774834435,0.475092936802974,0.4657444005270092,0.46943620178041545,0.46366962885520124,0.4581005586592179,0.4495261639884631,0.4519897772909821,0.4500324464633355,0.444380236925744,0.43724066390041494
population counts:,7,0.3,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,83,98,117,129,152,182,200,237,265,302,352,409,460,539,624,702,803,926,1050,1208,1345,1518,1685,1913,2148,2427,2739,3082,3461,3856
groups counts:,7,0.3,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,14,16,18,21,26,28,33,37,43,50,58,65,77,89,100,114,132,150,172,192,216,240,273,306,346,391,440,494,550
standard deviations in prosocial proportions,7,0.3,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.25394841192330253,0.15287347229861759,0.13421373916291743,0.1519005605432954,0.18881551195825905,0.18773076101707853,0.18616565215491665,0.18227192555887148,0.14939181627255715,0.1831562116887514,0.18634012930607205,0.1973756389657621,0.18690122750850119,0.19096786008150216,0.18953013416136746,0.18812736585595871,0.176283467657599,0.18065796112466334,0.18327802053743197,0.18914774846214619,0.18566057888005386,0.19261844851147888,0.18622445234576343,0.17380060520171017,0.19750654681431307,0.18812005651249658,0.19136879150625064,0.19273644072343324,0.1849635174377135,0.18190014284763495,0.18969490033121988
prosociality proportions:,7,0.35,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5443037974683544,0.5393258426966292,0.5294117647058824,0.5042735042735043,0.5111111111111111,0.48427672955974843,0.45698924731182794,0.4519230769230769,0.44583333333333336,0.4423791821561338,0.44660194174757284,0.45125348189415043,0.43990384615384615,0.4375,0.4397810218978102,0.43333333333333335,0.438375350140056,0.43377885783718106,0.43576017130620986,0.43177570093457945,0.43566775244299677,0.4333810888252149,0.42928975487115023,0.4279379157427938,0.42010684798445846,0.4170940170940171,0.40789973414356245,0.40357987166497805,0.398378865205644,0.40037343291544414
population counts:,7,0.35,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,79,89,102,117,135,159,186,208,240,269,309,359,416,480,548,630,714,823,934,1070,1228,1396,1591,1804,2059,2340,2633,2961,3331,3749
groups counts:,7,0.35,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,14,16,19,22,26,29,34,38,44,51,59,68,78,90,102,117,133,152,175,199,227,257,294,334,376,423,475,535
standard deviations in prosocial proportions,7,0.35,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.16659862556700861,0.18717469109274276,0.18021933089402803,0.14572669193456206,0.15178161102647059,0.16614351061713994,0.18178194212122056,0.15622093981663782,0.17722868707584713,0.18703674263961853,0.20109103468688821,0.17832775582398008,0.19489752938393154,0.18888963058983996,0.16113681618243475,0.16957919989283649,0.20586634591635511,0.18032450842845363,0.18475348799704636,0.19992147029215257,0.19123789274262554,0.18203778481963795,0.1911713545290972,0.18662097726128671,0.18834384191153136,0.19418313427941294,0.18974505704151823,0.18561126528221458,0.18020085681633047,0.19435834264831939,0.1911177937672324
prosociality proportions:,7,0.4,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5180722891566265,0.5142857142857142,0.5076923076923077,0.5096774193548387,0.4918918918918919,0.4697674418604651,0.4785992217898833,0.46273291925465837,0.46437994722955145,0.45535714285714285,0.44315992292870904,0.44607843137254904,0.44992947813822287,0.44350961538461536,0.43634496919917864,0.4219858156028369,0.42040185471406494,0.41650033266799735,0.41529745042492916,0.4104696673189824,0.4065795023196963,0.40203932993445013,0.3927887683471602,0.3920863309352518,0.3863471314451707,0.38045081103855066,0.37495416208287496,0.3691663984551014,0.36422718282000566,0.3613687641012785
population counts:,7,0.4,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,83,105,130,155,185,215,257,322,379,448,519,612,709,832,974,1128,1294,1503,1765,2044,2371,2746,3134,3614,4131,4747,5454,6214,7078,7978
groups counts:,7,0.4,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,15,18,22,26,30,36,46,54,64,74,87,101,118,139,161,184,214,252,292,338,392,447,516,590,678,779,887,1011,1139
standard deviations in prosocial proportions,7,0.4,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.17842851423995421,0.20997483966889641,0.14568627181693672,0.21750638560230315,0.14888452458642465,0.16980961239582845,0.19232363007391282,0.17414246916973219,0.16899090509829556,0.20257025287543623,0.16917227965621801,0.20698965235652403,0.17044258845152707,0.16596255046721714,0.18972314647859853,0.1734233563021027,0.18317125894060807,0.19079640670454026,0.19086033102780381,0.19330748853640872,0.18587070859284197,0.17673933363600686,0.18506316018141877,0.19078363575513585,0.19170143484055499,0.18492137923615468,0.18165196085877922,0.17777881454867597,0.17446788338788291,0.17926770832616917,0.18381133901237853
prosociality proportions:,7,0.45,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5185185185185185,0.58,0.5537190082644629,0.5714285714285714,0.5477386934673367,0.5511811023622047,0.5339805825242718,0.5380577427821522,0.540948275862069,0.5335689045936396,0.5292439372325249,0.5363849765258216,0.5343511450381679,0.5255813953488372,0.5327816677275621,0.5302713987473904,0.5169526998744245,0.5117079889807162,0.5120910384068279,0.50779250988602,0.5071333460148374,0.5045597484276729,0.5003248018708588,0.49619221280703635,0.4912821415991546,0.4880452108390088,0.48457884927553657,0.479377857284834,0.4748960006590057,0.4694609551137528
population counts:,7,0.45,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,81,100,121,154,199,254,309,381,464,566,701,852,1048,1290,1571,1916,2389,2904,3515,4299,5257,6360,7697,9323,11356,13802,16633,20124,24279,29274
groups counts:,7,0.45,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,14,17,22,28,36,44,54,66,80,100,121,149,184,224,273,341,414,502,614,751,908,1099,1331,1622,1971,2376,2874,3468,4182
standard deviations in prosocial proportions,7,0.45,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.21946130708196024,0.13162371299106809,0.11665864022091302,0.15207530311641898,0.25482359571881275,0.18973294674842558,0.19245520366303842,0.18140598204968425,0.17995647701674811,0.18050268311034476,0.19630665351994309,0.18436183367032807,0.19339540317227294,0.18028816312234042,0.18141626968927119,0.18832910255460433,0.1892186772741693,0.18041265622975106,0.18662601166666631,0.1900482275442843,0.19018093795903179,0.19067342421477679,0.18653737513950938,0.18516497988712136,0.19133137000300143,0.18786231708756698,0.18884606228266387,0.1895735208188857,0.18753965848889378,0.18536810783334454,0.19311875324223063
prosociality proportions:,7,0.5,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5697674418604651,0.5826086956521739,0.5675675675675675,0.5561224489795918,0.5371900826446281,0.5537459283387622,0.5382653061224489,0.5278884462151394,0.528,0.5266666666666666,0.5180084745762712,0.5084175084175084,0.5054794520547945,0.5055617352614016,0.4968666069829902,0.49569583931133426,0.4926491784375901,0.49333956531899975,0.4909090909090909,0.4860192423331329,0.4840678793798071,0.48013799901429277,0.4766967783196099,0.4722149752152361,0.47109458023379386,0.46868110491505643,0.4671830985915493,0.4641820637338008,0.46016325186422335,0.4557810033496323
population counts:,7,0.5,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,86,115,148,196,242,307,392,502,625,750,944,1188,1460,1798,2234,2788,3469,4279,5335,6652,8191,10145,12509,15332,18820,23133,28400,34801,42511,51946
groups counts:,7,0.5,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,16,21,28,34,43,56,71,89,107,134,169,208,256,319,398,495,611,762,950,1170,1449,1787,2190,2688,3304,4057,4971,6073,7420
standard deviations in prosocial proportions,7,0.5,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.21946130708196027,0.19100442936002138,0.22427204732586425,0.17941169330449616,0.17218915337434904,0.17820030639284246,0.15210677829610444,0.17701581897276086,0.1877851556935668,0.19523946253916949,0.17002871383926091,0.18006394418733401,0.19994757890959702,0.19306529720681104,0.18605617032826238,0.20381907925325071,0.19880207222091525,0.19380141286722849,0.18926702781512064,0.18830392667577728,0.18073943623269451,0.18427697997215323,0.18968788553370189,0.188436052448928,0.19272521923475525,0.19289659736537523,0.18881477378545219,0.19095305852509459,0.18934048725550229,0.18541217484960126,0.18699642869576125
prosociality proportions:,7,0.55,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.5813953488372093,0.5675675675675675,0.5422535211267606,0.5414364640883977,0.543859649122807,0.5387205387205387,0.5520833333333334,0.5595238095238095,0.5618320610687023,0.5625744934445769,0.5627340823970037,0.560486757337151,0.5606809445359693,0.55156382079459,0.5443825745168687,0.5429657794676807,0.5373665480427047,0.5269183168316832,0.520725075528701,0.5195038818405605,0.5141372912801484,0.5130865636840571,0.5096519785409693,0.5054750460771205,0.5012227719956777,0.4977785796441217,0.4928454182129603,0.4891755277726648,0.48591557221153087,0.4813045154234386
population counts:,7,0.55,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,86,111,142,181,228,297,384,504,655,839,1068,1397,1821,2366,3053,3945,5058,6464,8275,10562,13475,17155,21809,27671,35166,44341,56048,70627,88857,111551
groups counts:,7,0.55,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,20,25,32,42,54,72,93,119,152,199,260,338,436,563,722,923,1182,1508,1925,2450,3115,3953,5023,6334,8006,10089,12693,15935
standard deviations in prosocial proportions,7,0.55,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.15386185163241439,0.16709129580497856,0.15971914124998499,0.2232071427428535,0.17899093580972422,0.15457387827464922,0.1952864023588749,0.16801708152428854,0.19884872724392935,0.18584686821683746,0.19207448603010677,0.19670574253305068,0.1934805716364798,0.19591518006874042,0.1944875662317645,0.19115423786594174,0.18618025692678028,0.1808529017968889,0.18512266034090044,0.19295432335037582,0.18472654806039673,0.19357279222566104,0.18598720626571397,0.18656871278945822,0.18515570700511888,0.19157910231165443,0.18442966146621495,0.18663080544680019,0.19143019356636809,0.18970100475321397,0.18936645367953969
prosociality proportions:,7,0.6,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5428571428571428,0.550561797752809,0.5862068965517241,0.5769230769230769,0.5924170616113744,0.5842293906810035,0.5630026809651475,0.5544747081712063,0.556060606060606,0.5555555555555556,0.5507372072853426,0.5487884741322855,0.5499505440158259,0.5484474373363262,0.5472230053566394,0.5450671212444066,0.5377555949122524,0.5366785846381458,0.5316599037463433,0.5273538727325079,0.5238828967642527,0.5180172559634579,0.512280701754386,0.5077912938574445,0.5038421236465246,0.49905237507896877,0.49666725033560966,0.4941968893153959,0.49020533230021485,0.4855710214818062,0.48187202018258396
population counts:,7,0.6,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,70,89,116,156,211,279,373,514,660,882,1153,1527,2022,2673,3547,4693,6211,8111,10597,13892,18172,23644,30780,39788,51534,66482,85665,110458,141965,182480,233865
groups counts:,7,0.6,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,16,22,30,39,53,73,94,126,164,218,288,381,506,670,887,1158,1513,1984,2596,3377,4397,5684,7362,9497,12237,15779,20280,26068,33409
standard deviations in prosocial proportions,7,0.6,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.22857142857142856,0.1837722309041111,0.15573896020100364,0.15263193861744362,0.14088545104963934,0.15681549275158671,0.1746401415015805,0.21630104099011788,0.16797911252095421,0.19816310832218501,0.18641089542136408,0.19610276509540586,0.18567562195041035,0.18335521994946807,0.17856981397533256,0.18670863696411585,0.18728223252192683,0.18491357024498417,0.18631091905925995,0.19005083972776984,0.18540085472235679,0.18569125496704589,0.19085011421983006,0.18950486650803422,0.18950719013764714,0.19009987099751219,0.18907976407917443,0.18881348077450724,0.18844965585392426,0.18891633799699975,0.18900166263439236
prosociality proportions:,8,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5375,0.5316455696202531,0.5256410256410257,0.5194805194805194,0.5066666666666667,0.5066666666666667,0.5,0.5,0.5,0.4931506849315068,0.4714285714285714,0.463768115942029,0.463768115942029,0.463768115942029,0.463768115942029,0.4393939393939394,0.421875,0.421875,0.4126984126984127,0.4032258064516129,0.39344262295081966,0.39344262295081966,0.39344262295081966,0.38333333333333336,0.38333333333333336,0.3728813559322034,0.3728813559322034,0.3620689655172414,0.3620689655172414,0.3620689655172414,0.3620689655172414
population counts:,8,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,80,79,78,77,75,75,74,74,74,73,70,69,69,69,69,66,64,64,63,62,61,61,61,60,60,59,59,58,58,58,58
groups counts:,8,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
standard deviations in prosocial proportions,8,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.20194368026754392,0.17882599922062928,0.17573630673440443,0.13143582932017028,0.14840512691569516,0.13972655486932345,0.14669425479402648,0.14064391839585738,0.15008063168412603,0.15117156662047479,0.24411969431883407,0.13550566875755457,0.076684245921381178,0.14163943093313291,0.14163943093313291,0.21131403578721175,0.15229366163764005,0.19702375332685143,0.14197256999998667,0.13515386004703495,0.15371542816068701,0.11731544046900383,0.086531597172049723,0.16863912191171251,0.12658045958521094,0.1773547617467186,0.21751317281418758,0.17512098542552565,0.19442419719656903,0.16706773361127686,0.086258194917794281
prosociality proportions:,8,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5375,0.5375,0.5185185185185185,0.5061728395061729,0.5061728395061729,0.5180722891566265,0.5119047619047619,0.5232558139534884,0.5287356321839081,0.5222222222222223,0.5222222222222223,0.5376344086021505,0.5368421052631579,0.5368421052631579,0.5319148936170213,0.5368421052631579,0.53125,0.52,0.5148514851485149,0.51,0.49504950495049505,0.4752475247524752,0.46534653465346537,0.45544554455445546,0.45098039215686275,0.4326923076923077,0.42592592592592593,0.42201834862385323,0.43243243243243246,0.42342342342342343,0.415929203539823
population counts:,8,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,80,80,81,81,81,83,84,86,87,90,90,93,95,95,94,95,96,100,101,100,101,101,101,101,102,104,108,109,111,111,113
groups counts:,8,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,14
standard deviations in prosocial proportions,8,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.17721808598447283,0.20953818267800262,0.18521758975744057,0.18427786989579983,0.25289984842489194,0.15388487760516156,0.21509400758451044,0.18028291381144715,0.20972222222222223,0.15778282173548797,0.14117720049136015,0.20286282604559411,0.12721860321020204,0.13080223067141281,0.14983283206131401,0.16753485232085044,0.17769502197116646,0.15436100947083745,0.14278392496494505,0.17775908948840732,0.13287016873129623,0.15282599547750372,0.11332549408557356,0.17672743223736553,0.19815680147252496,0.12610458700580771,0.16941763187695527,0.15432765344651186,0.16818696265956315,0.18515299413393088,0.19920476822239896
