dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
prosociality proportions:,10,0.4,0.03,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5765765765765766,0.6147540983606558,0.6802721088435374,0.7168674698795181,0.7552083333333334,0.7929515418502202,0.833922261484099,0.8679775280898876,0.8982683982683982,0.9206081081081081,0.9375,0.9528585757271816,0.9648466716529543,0.9732193732193732,0.9803675856307436,0.9855473554735548,0.9893929135635297,0.9922198311537825,0.9942752740560292,0.9958251909753064,0.9969486463675907,0.9977739888225822,0.9983742649602214,0.9988124415695985,0.9991313026763271,0.9993657476755327,0.999535747446611,0.9996609924985574,0.9997522717210263,0.9998188908412713
population counts:,10,0.4,0.03,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,111,122,147,166,192,227,283,356,462,592,752,997,1337,1755,2394,3252,4431,6041,8210,11258,15403,21114,28910,39577,54104,74103,101238,138640,189724,259512
groups counts:,10,0.4,0.03,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,14,16,19,22,28,35,46,59,75,99,133,175,239,325,443,604,821,1125,1540,2111,2891,3957,5410,7410,10123,13864,18972,25951
standard deviations in prosocial proportions,10,0.4,0.03,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.13453624047073709,0.22349222355788495,0.14585645231938008,0.13077122455854631,0.14227594935358123,0.10036904499676393,0.13734930519366764,0.10973449612160362,0.11489624408588389,0.084203871586696524,0.085494382208139832,0.076146299668257297,0.069559577168965075,0.054330207069043186,0.051147071647366656,0.043689417788134247,0.03930279963528803,0.03152037000120099,0.027399036585695955,0.023749960909342459,0.020447535998135851,0.017201174909959364,0.015071843818748992,0.012916985368272458,0.011064374867313416,0.0092801621016341505,0.0079388595960123657,0.0067980408745029926,0.005812557445584874,0.0049711143934011931,0.0042518530569274531
prosociality proportions:,10,0.0,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.53,0.5204081632653061,0.5154639175257731,0.5154639175257731,0.5154639175257731,0.5154639175257731,0.5052631578947369,0.5,0.4946236559139785,0.4946236559139785,0.4891304347826087,0.4835164835164835,0.4835164835164835,0.4777777777777778,0.47191011235955055,0.45977011494252873,0.45977011494252873,0.45977011494252873,0.44047619047619047,0.41975308641975306,0.41975308641975306,0.41975308641975306,0.41975308641975306,0.41975308641975306,0.41975308641975306,0.4125,0.3974358974358974,0.3974358974358974,0.3974358974358974,0.38961038961038963
population counts:,10,0.0,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,100,98,97,97,97,97,95,94,93,93,92,91,91,90,89,87,87,87,84,81,81,81,81,81,81,80,78,78,78,77
groups counts:,10,0.0,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
standard deviations in prosocial proportions,10,0.0,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.20518284528683189,0.14177446878757824,0.12963968652229857,0.17137220250867471,0.13271205115429205,0.065524342384754963,0.13687520950576559,0.16948640134474433,0.14937887931959076,0.17700705292739674,0.18923158023994333,0.12442706162210794,0.1490164331790709,0.14777194351801948,0.1617802197617893,0.12209667773701664,0.15150331393151573,0.12944074715789225,0.20040957545457827,0.16589352355358783,0.14250833671423524,0.17957422094066364,0.18113151584707129,0.12747042275636317,0.085128730910582012,0.13158286205572844,0.12686114456365274,0.063235329688275069,0.16151305719634312,0.19545346679600534,0.13496499799238004
prosociality proportions:,10,0.05,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5346534653465347,0.53,0.53,0.5392156862745098,0.5480769230769231,0.5346534653465347,0.5392156862745098,0.5523809523809524,0.5523809523809524,0.5523809523809524,0.5566037735849056,0.5607476635514018,0.5607476635514018,0.5648148148148148,0.5648148148148148,0.5688073394495413,0.5803571428571429,0.5877192982456141,0.5948275862068966,0.5877192982456141,0.591304347826087,0.5877192982456141,0.5877192982456141,0.5765765765765766,0.5877192982456141,0.5877192982456141,0.591304347826087,0.591304347826087,0.5948275862068966,0.5948275862068966
population counts:,10,0.05,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,101,100,100,102,104,101,102,105,105,105,106,107,107,108,108,109,112,114,116,114,115,114,114,111,114,114,115,115,116,116
groups counts:,10,0.05,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
standard deviations in prosocial proportions,10,0.05,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.14177446878757824,0.12464826546183715,0.1615549442140351,0.14177446878757824,0.16913977788447615,0.074501095449265017,0.14146809937401389,0.18368361228342503,0.13139115785940986,0.1336580069053753,0.13950621301961566,0.16987112275812929,0.11932662307803153,0.10795239232302571,0.19266722906873601,0.16139884379034289,0.14265777114977471,0.14521956978262926,0.13156858672484231,0.16115490568642782,0.12979154002909474,0.12511861730760704,0.19468029339973728,0.19311275116608137,0.12992303312304695,0.14612916433256426,0.13327583396934356,0.15544661470712531,0.19124688372572121,0.16704848916525805,0.13602010321613872
prosociality proportions:,10,0.1,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5346534653465347,0.5436893203883495,0.5436893203883495,0.5648148148148148,0.5727272727272728,0.584070796460177,0.584070796460177,0.591304347826087,0.591304347826087,0.6083333333333333,0.6178861788617886,0.6178861788617886,0.6299212598425197,0.6412213740458015,0.6439393939393939,0.6384615384615384,0.6466165413533834,0.6492537313432836,0.656934306569343,0.6642857142857143,0.6802721088435374,0.6845637583892618,0.6907894736842105,0.6907894736842105,0.6928104575163399,0.7006369426751592,0.70625,0.7098765432098766,0.718562874251497,0.7329545454545454
population counts:,10,0.1,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,101,103,103,108,110,113,113,115,115,120,123,123,127,131,132,130,133,134,137,140,147,149,152,152,153,157,160,162,167,176
groups counts:,10,0.1,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,13,14,14,14,15,15,15,15,16,16,16,17
standard deviations in prosocial proportions,10,0.1,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.1846618531261939,0.10464027320711419,0.14929310014888872,0.15359063332322093,0.088700443037457943,0.20928844424038798,0.17717589680478171,0.18655365878125205,0.11670755899636596,0.1148611679543252,0.19346977943739832,0.14519191884055527,0.1337630815414742,0.13124002432683265,0.16997754667862416,0.11709894091711598,0.16888075692384732,0.11507268707931254,0.1202024471247659,0.11391520388418035,0.16303874586447611,0.14864457603565756,0.092417905842375067,0.12207872033142965,0.15427308143266313,0.14634073476641521,0.10575019510583397,0.13905372163304369,0.11898628080859222,0.14372192503420345,0.11620654306390064
prosociality proportions:,10,0.15,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5523809523809524,0.5607476635514018,0.5607476635514018,0.5727272727272728,0.5877192982456141,0.6016949152542372,0.6147540983606558,0.6299212598425197,0.6412213740458015,0.6594202898550725,0.6845637583892618,0.6948051948051948,0.70625,0.7267441860465116,0.7298850574712644,0.7417582417582418,0.7526315789473684,0.7602040816326531,0.7783018867924528,0.7901785714285714,0.8025210084033614,0.8171206225680934,0.8278388278388278,0.8443708609271523,0.8540372670807453,0.863768115942029,0.8746666666666667,0.8836633663366337,0.8955555555555555,0.9067460317460317
population counts:,10,0.15,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,105,107,107,110,114,118,122,127,131,138,149,154,160,172,174,182,190,196,212,224,238,257,273,302,322,345,375,404,450,504
groups counts:,10,0.15,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,11,11,11,12,12,13,13,14,15,16,17,17,18,19,19,21,22,23,25,27,30,32,34,37,40,45,50
standard deviations in prosocial proportions,10,0.15,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.14866068747318506,0.13443791771300337,0.13545454545454547,0.15125098182865535,0.11354541815269814,0.14472959838656357,0.14547802214747793,0.17206812027952456,0.11567613746445744,0.15422077719850996,0.13762195121885162,0.14685233983481627,0.098499299639057139,0.12975337182516686,0.14334942531050707,0.12515654071718268,0.13740808394158144,0.14642555519203745,0.13121219003283949,0.11036329369695801,0.12169895036318118,0.15073442665172734,0.091486168398640808,0.1099552160255573,0.1089262224936683,0.099843304401869143,0.10456289089657712,0.10023787125568669,0.085551202589226119,0.091786117458059466,0.096398621436595416
prosociality proportions:,10,0.2,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5480769230769231,0.5688073394495413,0.6050420168067226,0.6178861788617886,0.6492537313432836,0.6758620689655173,0.6845637583892618,0.7116564417177914,0.7314285714285714,0.7473118279569892,0.7740384615384616,0.7901785714285714,0.8081632653061225,0.8278388278388278,0.8433333333333334,0.8544891640866873,0.8733153638814016,0.8853658536585366,0.8982683982683982,0.9092664092664092,0.919931856899489,0.93026706231454,0.9388816644993498,0.9469525959367946,0.9536945812807882,0.9584805653710248,0.9639293937068304,0.9686666666666667,0.9725627553998832,0.9756980351602895
population counts:,10,0.2,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,104,109,119,123,134,145,149,163,175,186,208,224,245,273,300,323,371,410,462,518,587,674,769,886,1015,1132,1303,1500,1713,1934
groups counts:,10,0.2,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,12,13,14,14,16,17,18,20,22,24,27,30,32,37,41,46,51,58,67,76,88,101,113,130,150,171,193
standard deviations in prosocial proportions,10,0.2,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.12688577540449519,0.13930464860860509,0.16703787861608513,0.15617866857544091,0.19723030545134224,0.13826715181723903,0.16186554725687327,0.15015593176929493,0.1049753389969314,0.12662622841072374,0.097809129709371431,0.13264630157797108,0.10244934245076953,0.12050396832470639,0.11417666787697887,0.1054619467970425,0.099039811679549658,0.11774605897725385,0.10014861057389175,0.088029669802564811,0.092524187182383602,0.07195432951744915,0.08061665719194748,0.072320459412356111,0.06752501073419663,0.072997910146045883,0.060566154450508572,0.062022137677849962,0.049175422949093398,0.049607742831458468,0.046256594183864692
prosociality proportions:,10,0.25,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5566037735849056,0.5688073394495413,0.6050420168067226,0.624,0.6666666666666666,0.6866666666666666,0.7235294117647059,0.7513227513227513,0.783410138248848,0.8016877637130801,0.8226415094339623,0.8493589743589743,0.8690807799442897,0.8850855745721271,0.9008438818565401,0.9143897996357013,0.9266770670826833,0.9381578947368421,0.9491891891891892,0.9572727272727273,0.9650037230081906,0.970495919648462,0.9755335762623634,0.9796712802768166,0.9830140946873871,0.9859785202863962,0.988314271506713,0.9902932672449402,0.9919548099965765,0.9934274926583695
population counts:,10,0.25,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,106,109,119,125,141,150,170,189,217,237,265,312,359,409,474,549,641,760,925,1100,1343,1593,1921,2312,2767,3352,4022,4842,5842,7151
groups counts:,10,0.25,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,12,14,15,17,18,21,23,26,31,35,40,47,54,64,76,92,110,134,159,192,231,276,335,402,484,584,715
standard deviations in prosocial proportions,10,0.25,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.13453624047073709,0.16306972599839029,0.13224382689587488,0.11956367182715215,0.18667748886377503,0.1306922033463242,0.1087300428686673,0.13945023048387881,0.1276059850463569,0.13368144807355001,0.10804765523671871,0.12819776414536072,0.11198199782346231,0.10212780909785715,0.098446350284292009,0.0944869820166927,0.090887421036196445,0.081436530957428213,0.076031685332598242,0.07799860985857987,0.063902042802872608,0.060170730582988767,0.04959389686469514,0.045354386770251394,0.048096777185562413,0.042010640983977797,0.039496041962944629,0.033588325010788393,0.029610400790667266,0.028434455317492481,0.025339785879096421
prosociality proportions:,10,0.3,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5727272727272728,0.6083333333333333,0.6384615384615384,0.678082191780822,0.7267441860465116,0.7684729064039408,0.8016877637130801,0.8309352517985612,0.8567073170731707,0.8791773778920309,0.9010526315789473,0.9193825042881647,0.9333333333333333,0.9457900807381776,0.9560747663551402,0.9647147147147147,0.9717717717717718,0.9769155206286837,0.981496062992126,0.9852340559220861,0.9881968859869412,0.9905470635559132,0.9924083346793733,0.9940020418580908,0.9952496462502527,0.9962300473249378,0.9970069413487869,0.9975977510861231,0.9980942340442787,0.9984840176757088
population counts:,10,0.3,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,110,120,130,146,172,203,237,278,328,389,475,583,705,867,1070,1332,1665,2036,2540,3183,3982,4972,6191,7836,9894,12467,15703,19565,24662,31003
groups counts:,10,0.3,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,13,14,17,20,23,27,32,38,47,58,70,86,107,133,166,203,254,318,398,497,619,783,989,1246,1570,1956,2466,3100
standard deviations in prosocial proportions,10,0.3,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.16763054614240208,0.15427784316797399,0.11149240133549711,0.16888075692384732,0.11951051289260542,0.12026023428292537,0.096526449079518253,0.11604678463164586,0.10042253350817429,0.086788261592260343,0.10565634483400053,0.11298653657320643,0.077556911603005749,0.074099871977991047,0.063740581781130706,0.067224786947119419,0.057772549510672316,0.056122056885024488,0.046479588182091483,0.041763841878315937,0.037994849001340529,0.033792802281300674,0.031893728211584801,0.027091462649765353,0.024199436706909383,0.022205591152772257,0.019468690509603766,0.017041162909724007,0.015644088241754048,0.013673314114761994,0.012219421262210029
prosociality proportions:,10,0.35,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.584070796460177,0.6115702479338843,0.6518518518518519,0.6866666666666666,0.7329545454545454,0.7602040816326531,0.7974137931034483,0.8192307692307692,0.8483870967741935,0.8785529715762274,0.9006342494714588,0.9223140495867769,0.9391979301423027,0.9513457556935818,0.9613486842105263,0.9703656998738966,0.9766401590457257,0.9820952380952381,0.9860658167803142,0.9892399267399268,0.9917731489585156,0.9936997319034853,0.9951863990167964,0.9963079340141399,0.9971741221741222,0.9978463089401091,0.9983488494642544,0.9987402503417406,0.9990350859184134,0.9992642684950377
population counts:,10,0.35,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,113,121,135,150,176,196,232,260,310,387,473,605,773,966,1216,1586,2012,2625,3373,4368,5713,7460,9764,12730,16632,21823,28465,37309,48709,63882
groups counts:,10,0.35,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,13,15,17,19,23,26,31,38,47,60,77,96,121,158,201,262,337,436,571,746,976,1273,1663,2182,2846,3730,4870,6388
standard deviations in prosocial proportions,10,0.35,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.17349351572897473,0.1654338210780322,0.18139470886451017,0.14209404763232186,0.19275776393067948,0.11667071780359055,0.12382087347693779,0.13704988576012878,0.13872837536054949,0.12147206699201764,0.10793689964334517,0.09226244784053117,0.094277982184079234,0.083618648863891448,0.067364631462544788,0.060739794043783844,0.054482296782955922,0.04679262509861689,0.043055397605643031,0.035489415757213177,0.033050386301692859,0.028730082878332574,0.025899080794250313,0.021882856979581526,0.018856702981753501,0.016931057844355845,0.014829867123351459,0.012744285218286671,0.011154264960398619,0.0099842182008312904,0.008546000189177675
prosociality proportions:,10,0.4,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5803571428571429,0.6412213740458015,0.6928104575163399,0.7388888888888889,0.7882882882882883,0.8284671532846716,0.8629737609329446,0.8909512761020881,0.9150090415913201,0.9370816599732262,0.9517453798767967,0.963452566096423,0.9731735159817352,0.9800678541136556,0.9851828499369483,0.9890595903165735,0.9919049259386841,0.9940761280564658,0.9956323761732181,0.9967865445097771,0.9976288971849461,0.9982469227900037,0.998715109762432,0.9990539452495975,0.9993026085408196,0.9994874255676489,0.9996235150874326,0.9997231874668708,0.999796529749948,0.9998503170412456
population counts:,10,0.4,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,112,131,153,180,222,274,343,431,553,747,974,1286,1752,2358,3172,4296,5806,7934,10761,14626,19822,26810,36579,49680,67394,91694,124839,169790,230992,313997
groups counts:,10,0.4,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,15,18,22,27,34,43,55,74,97,128,175,235,317,429,580,793,1076,1462,1982,2681,3657,4968,6739,9169,12483,16979,23099,31399
standard deviations in prosocial proportions,10,0.4,0.04,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.11874342087037915,0.10808451387948308,0.14972548927287516,0.16481060170772302,0.12969575033254169,0.12592394680820437,0.12080740515334186,0.10288421231037546,0.095998918328140892,0.091901421010027462,0.070352694739564611,0.072951446309910073,0.058243313282273924,0.04795972898854918,0.04324287240102135,0.036413133200020369,0.033343994451911441,0.027238583462517382,0.025163870442335902,0.020888050429968674,0.018022833990759893,0.01521548371286909,0.013123811995583398,0.011263609089004568,0.0096804160783252654,0.0083220714229520019,0.0071412130539282408,0.006124495433181238,0.0052540106713270546,0.004506195770044197,0.0038660346075866064
prosociality proportions:,10,0.0,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.53,0.53,0.5252525252525253,0.5154639175257731,0.5104166666666666,0.5052631578947369,0.5052631578947369,0.4835164835164835,0.4835164835164835,0.4659090909090909,0.4659090909090909,0.4659090909090909,0.45977011494252873,0.45977011494252873,0.45977011494252873,0.45977011494252873,0.44047619047619047,0.43373493975903615,0.4125,0.4050632911392405,0.3974358974358974,0.3974358974358974,0.38961038961038963,0.3815789473684211,0.37333333333333335,0.36486486486486486,0.3561643835616438,0.3380281690140845,0.3380281690140845,0.3380281690140845
population counts:,10,0.0,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,100,100,99,97,96,95,95,91,91,88,88,88,87,87,87,87,84,83,80,79,78,78,77,76,75,74,73,71,71,71
groups counts:,10,0.0,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7
standard deviations in prosocial proportions,10,0.0,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.13453624047073709,0.14177446878757824,0.18466185312619388,0.13400504203456162,0.089597724693077502,0.1109916713408258,0.17690326690092634,0.16952251735211768,0.15510889566145125,0.20268073831901809,0.14685054526500096,0.12396263766631493,0.1153283132396843,0.15817512394403471,0.19107135960894273,0.11235068143912039,0.15527900775035203,0.139356364336157,0.160444726714774,0.14523687548277811,0.088506702598531911,0.19545346679600534,0.10527360631434779,0.12591376253029424,0.15461637573841711,0.12109301507470172,0.13267109391295723,0.11601408537208985,0.16971795081887142,0.13343168352250726,0.19276857470420231
prosociality proportions:,10,0.05,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5204081632653061,0.5346534653465347,0.5480769230769231,0.5436893203883495,0.5436893203883495,0.5688073394495413,0.5648148148148148,0.5727272727272728,0.5648148148148148,0.5727272727272728,0.5727272727272728,0.5648148148148148,0.5727272727272728,0.5688073394495413,0.5607476635514018,0.5607476635514018,0.5566037735849056,0.5648148148148148,0.5607476635514018,0.5648148148148148,0.5607476635514018,0.5480769230769231,0.5523809523809524,0.5607476635514018,0.5566037735849056,0.5607476635514018,0.5436893203883495,0.5436893203883495,0.5436893203883495,0.5480769230769231
population counts:,10,0.05,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,98,101,104,103,103,109,108,110,108,110,110,108,110,109,107,107,106,108,107,108,107,104,105,107,106,107,103,103,103,104
groups counts:,10,0.05,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,9,10,10,10,10,10,10,11,10,11,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
standard deviations in prosocial proportions,10,0.05,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.14866068747318506,0.16729907565869406,0.12135938024542527,0.13523472095606998,0.13521944209565853,0.17076396159176091,0.13990551711425919,0.16232810361468683,0.10523488093445657,0.10623535387630212,0.19112541856026036,0.14200453956193917,0.12563886328259322,0.2135880022631042,0.12851343306961666,0.17252619875311215,0.14385771207103931,0.17466851722359961,0.14349820743545924,0.15266503060703829,0.10253400967725719,0.19501218440424611,0.18517135240653754,0.10026411402881627,0.17296873075264738,0.15767945306017322,0.15514322894539523,0.11085319008520284,0.120343859951803,0.15423498225780724,0.12914211532421643
prosociality proportions:,10,0.1,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5252525252525253,0.5392156862745098,0.5480769230769231,0.5607476635514018,0.5648148148148148,0.5688073394495413,0.5765765765765766,0.5688073394495413,0.5765765765765766,0.591304347826087,0.5982905982905983,0.6016949152542372,0.6016949152542372,0.6178861788617886,0.626984126984127,0.6299212598425197,0.6328125,0.6439393939393939,0.656934306569343,0.6736111111111112,0.678082191780822,0.6887417218543046,0.7080745341614907,0.7202380952380952,0.7202380952380952,0.7202380952380952,0.718562874251497,0.7251461988304093,0.7314285714285714,0.7403314917127072
population counts:,10,0.1,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,99,102,104,107,108,109,111,109,111,115,117,118,118,123,126,127,128,132,137,144,146,151,161,168,168,168,167,171,175,181
groups counts:,10,0.1,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,9,10,10,10,10,10,11,10,11,11,11,11,11,12,12,12,12,13,13,14,14,15,16,16,16,16,16,17,17,18
standard deviations in prosocial proportions,10,0.1,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.14177446878757824,0.12696772818158117,0.12086465348814729,0.12311722560092647,0.15677535647127136,0.14133074741643892,0.073994639073180504,0.11655529858059328,0.20156618173650737,0.14472015960229773,0.10812242275323167,0.16632731885083346,0.19713472444843858,0.15736804588170605,0.12906387538816275,0.11597344222757221,0.15929099971288926,0.17413699049901804,0.10709122965271931,0.18146280492736305,0.099991566519065767,0.091724083379170554,0.16304494695975488,0.16068097434521902,0.13700606248274125,0.13756572433712075,0.14344762484746887,0.14527243571480586,0.20200176421401539,0.13048347504076852,0.12778576251651974
prosociality proportions:,10,0.15,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5480769230769231,0.5648148148148148,0.591304347826087,0.591304347826087,0.6115702479338843,0.6299212598425197,0.6412213740458015,0.6466165413533834,0.6594202898550725,0.6690140845070423,0.6824324324324325,0.7098765432098766,0.7218934911242604,0.7403314917127072,0.7577319587628866,0.7783018867924528,0.7947598253275109,0.7974137931034483,0.81640625,0.8278388278388278,0.8401360544217688,0.8488745980707395,0.8621700879765396,0.8769633507853403,0.8856447688564477,0.8919540229885058,0.8973799126637555,0.9036885245901639,0.911487758945386,0.9176882661996497
population counts:,10,0.15,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,104,108,115,115,121,127,131,133,138,142,148,162,169,181,194,212,229,232,256,273,294,311,341,382,411,435,458,488,531,571
groups counts:,10,0.15,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,12,12,13,13,13,14,14,16,16,18,19,21,22,23,25,27,29,31,34,38,41,43,45,48,53,57
standard deviations in prosocial proportions,10,0.15,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.19519221295943134,0.13378161555743384,0.15715444842942572,0.12257064886917299,0.17288339656188934,0.11359595241046401,0.1438576322809218,0.14000342310842748,0.11830795602287669,0.17228646222858154,0.13019601968536762,0.12002452383355137,0.14285564399302242,0.14301938838683884,0.11188094193767018,0.12393360509605368,0.11849458320429024,0.15742879737003951,0.10426544837925013,0.13433201743847561,0.09684452265055446,0.13336338402788492,0.096727972610866922,0.096766696987137926,0.093241300704396471,0.097334952857251966,0.073771935687321377,0.097388405785654372,0.09895266947688873,0.09247208116862525,0.10074342928999688
prosociality proportions:,10,0.2,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5480769230769231,0.5688073394495413,0.5803571428571429,0.5982905982905983,0.624,0.6384615384615384,0.6594202898550725,0.6824324324324325,0.6928104575163399,0.7235294117647059,0.7526315789473684,0.7707317073170732,0.783410138248848,0.8008474576271186,0.8226415094339623,0.8379310344827586,0.8517350157728707,0.8660968660968661,0.8819095477386935,0.8931818181818182,0.905241935483871,0.9162210338680927,0.9241935483870968,0.9330484330484331,0.9388816644993498,0.9457274826789839,0.9519427402862985,0.95837023914969,0.9635093167701864,0.967896174863388
population counts:,10,0.2,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,104,109,112,117,125,130,138,148,153,170,190,205,217,236,265,290,317,351,398,440,496,561,620,702,769,866,978,1129,1288,1464
groups counts:,10,0.2,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,12,13,13,14,15,17,19,20,21,23,26,29,31,35,39,44,49,56,62,70,76,86,97,112,128,146
standard deviations in prosocial proportions,10,0.2,0.05,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.12688577540449517,0.17734497362322252,0.15524174696260024,0.11597370806803139,0.1194036132924397,0.1217035492607467,0.13323467750529824,0.12233165970032031,0.11032847810725929,0.14556309081218091,0.13074182806407572,0.1186255544166805,0.10609912720370715,0.12440446768652519,0.13014580517061963,0.13123817417132105,0.12707259153578124,0.12256801629932224,0.1238419114239227,0.08784941357670642,0.11159530633809925,0.085201140087567406,0.094048304014164072,0.094502916614775806,0.073086312263722378,0.071457451964239402,0.077423767033148655,0.065845453875735968,0.061809518655225118,0.06316775897166263,0.054743976461896569
